image_name,Brightness_Score
10004473376.jpg,0.23083756518286608
10007357496.jpg,0.2296844125264259
10007903636.jpg,0.2444491062698961
10009096245.jpg,0.0834980822846408
100117038.jpg,0.3884240269226849
10012398043.jpg,0.4149348191766631
10013822223.jpg,0.3892456705150859
10014002683.jpg,0.41014922490740535
10017119924.jpg,0.29501966310988026
10020766793.jpg,0.12755005784989057
10020891105.jpg,0.17594805818096873
10022757465.jpg,0.311482740357393
10022844623.jpg,0.3049004104364141
10027545463.jpg,0.20179551662199502
10027582235.jpg,0.2920208268117898
10029841663.jpg,0.25149219938889666
10031298826.jpg,0.17757515787538888
10031913154.jpg,0.3033103008193051
10039534103.jpg,0.3594759390585386
10041870415.jpg,0.1698447022612202
10043785683.jpg,0.194457416559029
10047832035.jpg,0.1972028367386136
10048365153.jpg,0.26181055807738796
10050349236.jpg,0.18284155524832815
10058760545.jpg,0.15887915843235956
10059344614.jpg,0.32421089159523914
10061596254.jpg,0.30459861471253286
10067457634.jpg,0.22640952254533656
10068507976.jpg,0.10490529964825804
10068778516.jpg,0.18317259103654396
10069534975.jpg,0.25343109541863806
10071864114.jpg,0.2456561253523843
10075168775.jpg,0.37180322834662716
10077468576.jpg,0.27998957907206534
10077880165.jpg,0.2279910501300986
10079711433.jpg,0.15315214234948232
10082923485.jpg,0.09523789953936827
10086300493.jpg,0.286864439351013
100882570.jpg,0.27077817891429135
10089027076.jpg,0.05236912679002271
10089177336.jpg,0.30691310790261794
10091520555.jpg,0.1556265490342608
10093057603.jpg,0.14870869712032753
10094235786.jpg,0.19759360986957944
10110458216.jpg,0.3531907490376139
10111411235.jpg,0.43939519450911835
10113730664.jpg,0.24136727782395878
10115071674.jpg,0.11541225273034594
10118773964.jpg,0.41089267817395786
10121813934.jpg,0.15517889764116713
10125013364.jpg,0.29186938498920134
10126177964.jpg,0.09796511789067044
10126857344.jpg,0.1933680360756731
10130566006.jpg,0.21591642277767092
10131980434.jpg,0.2772782954065515
10133867305.jpg,0.20254487854533365
10134737015.jpg,0.3926283529891337
10140071304.jpg,0.44931015994961315
1014369849.jpg,0.3549948153768371
10147970884.jpg,0.19658228762210844
101484668.jpg,0.14952393088097313
10153847086.jpg,0.24641720865005606
10154367094.jpg,0.387569577886778
10154991453.jpg,0.21008799202048647
10155925686.jpg,0.2308977610364965
101601008.jpg,0.2293674532438716
10164654253.jpg,0.2166103941764039
10164842933.jpg,0.18967469096217715
10169304416.jpg,0.24605698143651045
10173544123.jpg,0.39279065082155584
1017647143.jpg,0.35975502342364374
10177270623.jpg,0.10752984603852689
10177793964.jpg,0.22882479233720654
10178112894.jpg,0.23624542486379776
10178183416.jpg,0.21654635334743483
10178914656.jpg,0.23007439867615326
10183769356.jpg,0.1553414915722175
10186643874.jpg,0.4045252742654158
10186680555.jpg,0.2008308527450956
10186832194.jpg,0.25278076654336745
10187102065.jpg,0.3478803376960235
10187522803.jpg,0.3475596231067618
10191607755.jpg,0.1446658273639305
10196228605.jpg,0.3751867368503843
10203647273.jpg,0.19884197058269465
10205220286.jpg,0.19393588939763853
10206674394.jpg,0.32814590472524885
10207172624.jpg,0.268430202762684
10209014225.jpg,0.31721221307148206
10209917915.jpg,0.08787016658338734
10211880874.jpg,0.25830937332471315
10213881683.jpg,0.15562192916855117
10218118033.jpg,0.3573407704377703
10221144393.jpg,0.16102570866842997
10224586444.jpg,0.07008290299078286
10226277514.jpg,0.1331837836047282
10226524916.jpg,0.4049655880461224
10227210045.jpg,0.32526211067480093
10241630856.jpg,0.09076577967277183
10241895785.jpg,0.07260757986662662
10244314384.jpg,0.05747896810612938
10244715656.jpg,0.04632472726830436
10246311914.jpg,0.2851344580370936
10246318724.jpg,0.3693867124311373
10258169584.jpg,0.26721318555638546
10260190424.jpg,0.07010553074482273
1026198859.jpg,0.22221698904030532
10262588616.jpg,0.35974130483322675
10264804094.jpg,0.43228822249052445
10264984793.jpg,0.1572145371188024
10265315316.jpg,0.39563532962144643
10265809113.jpg,0.2963173676910282
10273804555.jpg,0.26448116415442025
10278246465.jpg,0.2014457493472397
1027833701.jpg,0.2716111171647761
10279904885.jpg,0.036444151090816265
10280683815.jpg,0.2741155257875174
10280835505.jpg,0.34629938047744024
102825508.jpg,0.02106253122132554
10283619534.jpg,0.30749255814121285
10287677265.jpg,0.049547619354863216
10289468185.jpg,0.24239969310418602
10290759976.jpg,0.1771985923091316
1029470257.jpg,0.35848221254456386
10295875445.jpg,0.12424142134294244
10296038236.jpg,0.18914040434420779
10299438733.jpg,0.2089461314257574
102995966.jpg,0.20944853899204902
10316734944.jpg,0.4049418420234987
10319186405.jpg,0.143727623079205
10319713194.jpg,0.34726060525258695
10325321.jpg,0.1787415555443268
10327985614.jpg,0.21937826351994455
10329149264.jpg,0.2811505597358557
10329235193.jpg,0.07632735110864351
10330831494.jpg,0.18139066492129535
10335072144.jpg,0.2529776712534085
10336689775.jpg,0.17158277067973282
103400056.jpg,0.1866513827021843
10342569703.jpg,0.20578285634909627
10344523015.jpg,0.30460874926639964
10344921126.jpg,0.32726898138746763
1034624333.jpg,0.22403410914940788
10346758803.jpg,0.27305729779001314
10346796664.jpg,0.36123335105043
10349956885.jpg,0.2439520193229623
10350497833.jpg,0.16049370496262103
10351189716.jpg,0.16765905996166264
10353620913.jpg,0.17830299332229926
10358252894.jpg,0.18974829211177954
10362672006.jpg,0.18325653777905201
10366373284.jpg,0.274076570666868
1036840624.jpg,0.4382719733439023
10371125786.jpg,0.15593971913798527
10371211803.jpg,0.32187539363978385
10372323314.jpg,0.2555732973334945
10373546175.jpg,0.29740975100953093
10375167904.jpg,0.26912945289042167
10382843045.jpg,0.2726091037049242
10387390396.jpg,0.2773906832697563
10387844376.jpg,0.07387385761130033
10388184626.jpg,0.261479564153169
10395523125.jpg,0.13353049318583896
10397166423.jpg,0.2729537218353436
10397631976.jpg,0.23690680760720173
10399580503.jpg,0.31805701923742064
10403509543.jpg,0.34854482074940196
10407720764.jpg,0.344140453542064
10408374535.jpg,0.22284412782839588
10408474376.jpg,0.40821683749581744
10409059825.jpg,0.16530006432514593
10410038143.jpg,0.17651584181328583
10412894895.jpg,0.24070335046406244
10414716033.jpg,0.16026657952709814
10415628976.jpg,0.05970448460514324
10415631353.jpg,0.11253498030691217
104219737.jpg,0.25771161231113027
10422425365.jpg,0.14061552385318302
10422776735.jpg,0.22569860337616995
10423472445.jpg,0.20146490763721783
10429780626.jpg,0.17308601050486766
10430002553.jpg,0.23515258942636283
10430335945.jpg,0.36856743094473143
10440370734.jpg,0.14670023719848543
10442628686.jpg,0.31488181269623194
10446770756.jpg,0.2079308848204831
10446810546.jpg,0.16388711366296183
10451177016.jpg,0.25400119644801533
10453950204.jpg,0.3976243741568506
10458591.jpg,0.22880506312489374
10458703674.jpg,0.06503414675073267
10459022813.jpg,0.19725451142794315
10463545414.jpg,0.2814201289953718
10463583515.jpg,0.2866575890953059
10464940425.jpg,0.25970058169575383
10465121613.jpg,0.28619153420636134
10465293055.jpg,0.14772094652615197
10466350116.jpg,0.2565127653160228
10466453556.jpg,0.032721730986435445
10468110795.jpg,0.33874936927991933
10468540574.jpg,0.19057957914685134
10469774844.jpg,0.30164602158957166
10471406506.jpg,0.08313821882416049
10474002734.jpg,0.20964642934518632
10475435053.jpg,0.18011160067230172
10475658035.jpg,0.3684805158751417
10481974434.jpg,0.10673093734206827
10486107003.jpg,0.3699728933363845
10490369963.jpg,0.07070648123902287
10491358066.jpg,0.1858557685265648
10491423125.jpg,0.14051884945082013
10492897986.jpg,0.10016808562400024
10505275743.jpg,0.14594376315734064
10506082433.jpg,0.08081152418313309
10512432565.jpg,0.3311017606799216
10513907744.jpg,0.2785944416232415
10516786036.jpg,0.15696008143307383
10517436165.jpg,0.024334542628739284
10520192995.jpg,0.07679243333609105
10525460645.jpg,0.2836792156491729
10526881085.jpg,0.2387104428371673
10530470795.jpg,0.32340423727007855
10532663625.jpg,0.19381434850940438
10534454676.jpg,0.3190215373897274
10535849673.jpg,0.18266853132253336
10536668436.jpg,0.09974769442510807
10538085833.jpg,0.24370121039869078
10539008983.jpg,0.21934616861415193
10539142034.jpg,0.2658028219232228
10539341593.jpg,0.2744318250968737
10544775715.jpg,0.16605432699102346
10544833625.jpg,0.21266835395876796
10544945153.jpg,0.045685910105916175
10554234623.jpg,0.21475453163927982
10556629035.jpg,0.1366883554427195
10558118243.jpg,0.2330165855705849
105620456.jpg,0.32885036944953905
10567114974.jpg,0.3288762380879588
10567188645.jpg,0.07410007485466398
10568567754.jpg,0.21253795923176003
10569725133.jpg,0.37483077872332154
1057328504.jpg,0.02182508194539201
10574233584.jpg,0.0718761672464925
10575593285.jpg,0.1398779720130407
10576676414.jpg,0.2783084731748445
10579282866.jpg,0.09392643473020933
1057997640.jpg,0.29455449865022
10581525775.jpg,0.32211693015827003
10582113466.jpg,0.1436524314724578
10583786994.jpg,0.030335320647343712
10586872235.jpg,0.18262305404398124
10589450596.jpg,0.03716852425609572
1059399148.jpg,0.20521234330616225
10597114264.jpg,0.2392332668866769
10602786066.jpg,0.02392507171281943
10603218265.jpg,0.1731085495557736
10604417276.jpg,0.2068055912715037
10605846204.jpg,0.3031966598903575
10609356094.jpg,0.29724391550423096
10614052044.jpg,0.2081789957866238
10615424764.jpg,0.3042255071155866
10617981003.jpg,0.22060418721356487
10619909515.jpg,0.22528635252145746
10620203775.jpg,0.4270639297831324
10620356404.jpg,0.2492898951041801
1062133952.jpg,0.23791771736233094
10625988224.jpg,0.40265503565418603
10628337356.jpg,0.26873964249646154
10628497685.jpg,0.09099172887761751
10628645805.jpg,0.24562175720041415
10631219374.jpg,0.2694767444718088
10631630073.jpg,0.13100072105107366
1063351510.jpg,0.2770330675630235
10633933603.jpg,0.1569661732191476
10635160054.jpg,0.15796670314627487
1063722220.jpg,0.21736791242986236
10642085843.jpg,0.21251065742005504
10644234544.jpg,0.1851902225844783
106456452.jpg,0.05625843176413622
10660362264.jpg,0.16168677962014416
10660571735.jpg,0.14223637522640564
10660620125.jpg,0.18603566827916032
106652866.jpg,0.3611978530975681
10665464526.jpg,0.19198727435348792
10676427864.jpg,0.24718843345555153
1067765170.jpg,0.06345981744415248
10678199353.jpg,0.2254235235060798
10678350303.jpg,0.15983203393996948
10679134563.jpg,0.04111523319331509
10680153225.jpg,0.10190503052454014
10680502673.jpg,0.2946691835806542
10680715605.jpg,0.11438284488567325
10680932454.jpg,0.2379926663035095
10683218616.jpg,0.17916865154485123
10686332213.jpg,0.15968500562639837
10689376076.jpg,0.23140486358712484
10689538413.jpg,0.23978539316740968
10689722684.jpg,0.30333480732477375
10690294454.jpg,0.19730690310755156
10692654005.jpg,0.3658744916363642
10692667386.jpg,0.19841535541422542
10692857705.jpg,0.21587440731892846
10693826785.jpg,0.27694672252104513
10694350076.jpg,0.24744025579778126
10698962263.jpg,0.32836680196727314
10705911926.jpg,0.2566958906022232
10706770686.jpg,0.37323419107536143
10713772814.jpg,0.27513302780905946
10714662986.jpg,0.2141073254361732
10715577856.jpg,0.015313374108187554
10721124556.jpg,0.1541866196807705
10723077086.jpg,0.23771375630742636
10724461514.jpg,0.3313928244426832
10724889206.jpg,0.3184184225085593
10728525673.jpg,0.35893279358598945
10730634575.jpg,0.4102781764387731
10732971054.jpg,0.0776127165955891
10733259996.jpg,0.3280867379440945
10737029565.jpg,0.10508312003940518
10740242265.jpg,0.23811431037147546
10740725955.jpg,0.30131864981940015
10740727595.jpg,0.30061473511517256
10745415703.jpg,0.2002516022605097
10745932825.jpg,0.17188274154365993
10747724694.jpg,0.26742516644659703
107505789.jpg,0.30926694697753854
10751799554.jpg,0.19562119978984102
1075190309.jpg,0.25727582710989777
10762659033.jpg,0.2703938283472297
10765812585.jpg,0.2921768397544145
10767441335.jpg,0.15602970028308036
10770026303.jpg,0.2909314377243963
10770700455.jpg,0.2984936744544122
10773126784.jpg,0.344216770252171
10775358296.jpg,0.019820488144182278
10776111906.jpg,0.3262866139448102
107799222.jpg,0.27025918503411994
10783395635.jpg,0.1726520596002985
10784159775.jpg,0.3299274005227316
10786271105.jpg,0.28648312891465477
10787038944.jpg,0.15231718499746932
10787258285.jpg,0.09433621568843302
10790803694.jpg,0.2141078606629983
10791502435.jpg,0.21959092293637011
10792125886.jpg,0.3665708822953505
10798439785.jpg,0.1661056450598972
10799367156.jpg,0.3449561616504667
10799853136.jpg,0.2897006674194262
10805317444.jpg,0.3496485107757637
10806677866.jpg,0.11030990940533104
10813730303.jpg,0.046565302980906866
10814874265.jpg,0.36925297413054725
10819001424.jpg,0.1991533586752042
10819132874.jpg,0.20738825292224308
10819329365.jpg,0.13493066175043225
10827568885.jpg,0.16544226953382796
10828147985.jpg,0.291512982270729
10828395135.jpg,0.1603890035881511
10829329963.jpg,0.2977900425923243
10836905604.jpg,0.25356186543453413
10843403305.jpg,0.1824877330095545
10847909336.jpg,0.2044847774424848
10849117054.jpg,0.2618301148770053
10849700404.jpg,0.3776003885840388
1084984228.jpg,0.14457819196538269
1085590803.jpg,0.23532986025356026
10856434794.jpg,0.3566060493497019
10856757.jpg,0.27759163800119957
10858952303.jpg,0.15769281644932442
10861031374.jpg,0.3994908978739651
10862487886.jpg,0.25326416572255994
10864812016.jpg,0.07238229850793086
10865798996.jpg,0.15116734386866093
10866463396.jpg,0.35970955399165055
10866561184.jpg,0.39157678128758855
10868390853.jpg,0.20404643210538492
10872249945.jpg,0.20150192252984953
10875461386.jpg,0.21642279968489594
10880314705.jpg,0.15704102929041333
10882856833.jpg,0.049551567147684036
10883456586.jpg,0.10542065282835085
1089100444.jpg,0.2960403441735503
10893404795.jpg,0.13802781681058282
10895044423.jpg,0.14458936688327934
10897840884.jpg,0.4127383716677922
10898287705.jpg,0.2902704300208354
10898689245.jpg,0.3877512590562077
10899733355.jpg,0.1964489631940937
10900020096.jpg,0.31400565425297955
10905088155.jpg,0.34085419832776354
10905114716.jpg,0.2384934689514922
10906887886.jpg,0.12341709984878116
1090979049.jpg,0.22572874085221795
10910262455.jpg,0.02749997382030251
10911046243.jpg,0.4206026822560913
10911095273.jpg,0.20471047125243902
10912602716.jpg,0.2522486015520298
10915557435.jpg,0.2910370607510358
10917741563.jpg,0.2062194872374625
10921653346.jpg,0.13292679761462026
10921880365.jpg,0.27227362866355304
10923819485.jpg,0.37973683962375276
10925112255.jpg,0.4935673886696426
10927420963.jpg,0.18805615883149082
109293948.jpg,0.23632316956976904
10931213005.jpg,0.17856544709629885
10932590295.jpg,0.18560919248896365
10933722123.jpg,0.05382799270567674
10936496124.jpg,0.2644462834299634
10937404313.jpg,0.0920497502760804
10943636256.jpg,0.15156547211869645
109436362569.jpg,0.21198275545788
10947519133.jpg,0.14538370861789077
10948257133.jpg,0.105896955879685
10953973716.jpg,0.15386717861567792
10961758274.jpg,0.4193895659431568
10967023396.jpg,0.1793165058996811
10968711744.jpg,0.23988646971502103
10980930876.jpg,0.2941133420078546
10981006796.jpg,0.2707929061091069
109825878.jpg,0.07228541703322153
10983119996.jpg,0.2156019242062837
10990397626.jpg,0.08895398073159375
10990887046.jpg,0.05088410584279232
11004139923.jpg,0.21082181719247692
11005410885.jpg,0.19975364002607707
11006895124.jpg,0.08202401467732776
1100873520.jpg,0.42436751818831076
11009340314.jpg,0.3513934494144793
11010062705.jpg,0.31152343235691615
11013892854.jpg,0.10127536603864591
11016309165.jpg,0.126669765996209
11016485883.jpg,0.40081998962277504
11018079835.jpg,0.2708954865843841
1101948952.jpg,0.2531771843747336
11021514993.jpg,0.19530476045963924
11021929275.jpg,0.203895680726666
11023346856.jpg,0.12033967585929875
11031973684.jpg,0.2074425909462326
11033459414.jpg,0.3456913402189697
110356262.jpg,0.06667239481623069
11035760784.jpg,0.17933887370716267
1103755154.jpg,0.22632790366276603
11051034136.jpg,0.16047224469296945
11051374673.jpg,0.1946248177699442
11051749575.jpg,0.21574362100987093
11054039594.jpg,0.17448084469956787
11054638863.jpg,0.35955064542194515
11054899145.jpg,0.26725198016358365
11054955216.jpg,0.20828757260487446
11058112996.jpg,0.09713012169804246
11060185873.jpg,0.1073542136133166
11061633946.jpg,0.026089640443681877
11062902804.jpg,0.40657516237551533
11063650646.jpg,0.23767510296630673
11068654734.jpg,0.0655745790954974
11071132393.jpg,0.22565017939778223
11078122366.jpg,0.060078423225287746
11079282234.jpg,0.33694735271816
11081975613.jpg,0.14519738628177628
11087687983.jpg,0.3786541815831861
11089447095.jpg,0.3343587721938175
11095381506.jpg,0.08526399250171353
11097661494.jpg,0.19562923959842482
11098121724.jpg,0.19323156283016316
11109548195.jpg,0.3566562384997417
11111585533.jpg,0.2724373028017713
11118140253.jpg,0.4289976093986742
11124139926.jpg,0.17727814955099916
11126091314.jpg,0.11964824457597685
11126232436.jpg,0.16741561298985
11126652126.jpg,0.08923077641038894
11139368236.jpg,0.17165857012187533
11139580153.jpg,0.032262371453289175
11141708043.jpg,0.3977217574404531
11143825565.jpg,0.265036486296095
11148529964.jpg,0.1862616891374908
11149566996.jpg,0.2148906470214654
11150131936.jpg,0.1351863285049929
11153943035.jpg,0.10324123224037678
11155257336.jpg,0.12612942826899698
11156365526.jpg,0.1344900094719026
11158314215.jpg,0.0969415440129569
11159983896.jpg,0.20641461021587143
11163249414.jpg,0.27840722804613477
11165746213.jpg,0.22997323607357498
11169904264.jpg,0.20878509795494632
11170758174.jpg,0.30407465424847746
11170786154.jpg,0.31849513584243627
11172371243.jpg,0.18038959657084808
11175382195.jpg,0.2848703511732115
11175538013.jpg,0.30755711177560296
1117582514.jpg,0.23784265739257765
11183022383.jpg,0.34405508604702756
11201160185.jpg,0.3356366024303947
11208321473.jpg,0.4167950802966231
11209059333.jpg,0.34893358647470263
11209188974.jpg,0.2111553248815147
11209221046.jpg,0.06888321924430137
11209649786.jpg,0.35906620564984565
11215941184.jpg,0.24890184786986566
11216436636.jpg,0.3486479846130212
11218793016.jpg,0.3908060745223257
11219420725.jpg,0.29905037993073086
11221904805.jpg,0.38416567558168213
11226958966.jpg,0.2656635564622905
11229777185.jpg,0.05191044499579714
11232665444.jpg,0.0410731797934185
11239106136.jpg,0.07855600719514001
11241096796.jpg,0.24079245675457253
11242015725.jpg,0.13563294121764774
11245083256.jpg,0.05032801473127205
11245781693.jpg,0.2075106772396755
11250215644.jpg,0.2896774922074832
11251138933.jpg,0.14963395299628773
11252383376.jpg,0.1775756261641452
11252644224.jpg,0.3335423694126675
11253432804.jpg,0.191020187426631
11256485296.jpg,0.3727975506642335
11256776836.jpg,0.24789355251400963
11260247205.jpg,0.262631855091288
11260270773.jpg,0.21245441209342017
11260385706.jpg,0.37875890015614827
11262156493.jpg,0.24275033207289998
11264048414.jpg,0.3077842550242852
11268202995.jpg,0.2381648646126281
11269474243.jpg,0.1858441346400839
11269626135.jpg,0.1591940113071032
11270256213.jpg,0.3036240523539548
11270280904.jpg,0.4281746274541313
11273127766.jpg,0.2738019427458318
11273190884.jpg,0.3394006903424594
11275584366.jpg,0.0985813243381771
1127644406.jpg,0.18047332371854627
11287273183.jpg,0.38851460731003906
11288559554.jpg,0.14281565755873407
11291450085.jpg,0.20120511908226227
11292980633.jpg,0.2985595559488463
11293176185.jpg,0.4050782106636282
11293946974.jpg,0.23207580871905276
11294894953.jpg,0.3521891094333125
11295475784.jpg,0.288926021303787
11297504114.jpg,0.23923486709258604
11297570034.jpg,0.17671162150618447
11301386435.jpg,0.1521243962380461
11302087114.jpg,0.1680820930093745
1130601148.jpg,0.22181632409528476
11307198154.jpg,0.33419847314937867
11310848503.jpg,0.24391711381325107
11316105544.jpg,0.16333977849679845
11320098306.jpg,0.15319442236630973
11321228905.jpg,0.2638092258423791
11324704676.jpg,0.178511403593966
11325081573.jpg,0.14631992579617192
11327123904.jpg,0.34926500343710226
11333447674.jpg,0.21415218610110454
11333611705.jpg,0.12439251537758296
11333782783.jpg,0.25007501397548826
11335231214.jpg,0.27581978505548466
11338371864.jpg,0.3267686560448621
11339056674.jpg,0.3285111833856511
11341117543.jpg,0.17483030895004348
11346267905.jpg,0.25722837289814887
11347140483.jpg,0.29128958761208557
11353895754.jpg,0.23455076827756238
11356760053.jpg,0.24406627717739376
113663782.jpg,0.39953845755487016
11369797883.jpg,0.18823592186179489
113701797.jpg,0.35722949243841845
11370407443.jpg,0.0687929586410039
11372421485.jpg,0.303652681569285
11378848184.jpg,0.23604980553973395
11381486584.jpg,0.07132061982313902
11382799454.jpg,0.311729592703343
11389102005.jpg,0.16077807456411847
11389330254.jpg,0.3885417624993548
11393787465.jpg,0.15749786964628146
11396447303.jpg,0.27832264614719615
11399456186.jpg,0.32713151378538846
11404463006.jpg,0.16160291123690576
11406584295.jpg,0.1178377649542188
11407368256.jpg,0.2144392304602403
11407704456.jpg,0.4000597240321586
11407835876.jpg,0.2707739396955774
11407862453.jpg,0.4191658495028444
11408091114.jpg,0.41520542725255
11408307524.jpg,0.46418781456629915
11408357925.jpg,0.42704371353273496
11408443745.jpg,0.45152146421658074
11410644126.jpg,0.3643232417815169
11410690075.jpg,0.29829838246425294
11414474354.jpg,0.256409885734573
11414784395.jpg,0.34289834364207594
11416241303.jpg,0.13232937117617943
11419816946.jpg,0.27038522479441135
11424871693.jpg,0.36055424819690024
11426976205.jpg,0.06146828636884683
11432746805.jpg,0.36303737669315345
11433127464.jpg,0.26111080408094745
11433593823.jpg,0.11374710190276187
11436378704.jpg,0.3438576340737244
11436390143.jpg,0.11430100412810158
11436508006.jpg,0.34142080845434536
11437542656.jpg,0.0883813136757414
11438612393.jpg,0.11399764261128605
11439591215.jpg,0.01753409517846405
11446005074.jpg,0.10359425404437221
11452299875.jpg,0.26655154771141215
11453100924.jpg,0.24360955031200046
11456199025.jpg,0.14691222436107185
11457744603.jpg,0.12436955070699127
114577446033.jpg,0.1437073984521779
11459826225.jpg,0.2716079171145216
11460414725.jpg,0.20249498697478233
11461273913.jpg,0.3555384862473285
11474376103.jpg,0.009309542673345057
11476172786.jpg,0.27539924110419056
11477250346.jpg,0.15642419253208106
11484412296.jpg,0.348363539937107
11490304024.jpg,0.2941580653742706
11495616074.jpg,0.1441050760383601
11498400544.jpg,0.1534029565862074
11499073263.jpg,0.03959404649823369
11501016504.jpg,0.11686333056726254
11501322724.jpg,0.3455222508343435
11503076944.jpg,0.20237336082877502
11504259765.jpg,0.3150462521437138
11504601393.jpg,0.4747250274528673
11506037556.jpg,0.05658972112180219
11509515706.jpg,0.09340118428037178
11511265293.jpg,0.30723045920666897
11514342335.jpg,0.26539772378981025
11515148456.jpg,0.30743011328864145
11518631385.jpg,0.3324643314490891
11519797605.jpg,0.37037165277579104
11520125355.jpg,0.26587754147170506
11521791886.jpg,0.33646368432230755
11522920033.jpg,0.09398973724958273
11522984926.jpg,0.19469733792283647
11523093675.jpg,0.3410243416061823
1152554814.jpg,0.2664504408854255
11527524903.jpg,0.061239023382135084
115290990.jpg,0.4260188471076414
11529156723.jpg,0.322790737584484
11533404563.jpg,0.29214647288967605
11535275706.jpg,0.1799356848351627
11541375264.jpg,0.17331259999205748
1154145143.jpg,0.31545546927714746
11546100824.jpg,0.08178125507037155
11548683805.jpg,0.221879170641478
1154962046.jpg,0.10724528283045033
11551017545.jpg,0.3148459242768178
11554709013.jpg,0.3256878635658407
11555549865.jpg,0.26055174549439986
11559530473.jpg,0.2776117934269945
1159028861.jpg,0.33763887790450353
1166073016.jpg,0.054141111984437294
11706252.jpg,0.06629145155836226
117172917.jpg,0.44027966070283975
1172858625.jpg,0.13481496325373007
1194894463.jpg,0.120775926777943
1195689121.jpg,0.02629777405447944
1202598832.jpg,0.24294560457631795
120328351.jpg,0.08471505082202338
120459577.jpg,0.15601462387566922
120983206.jpg,0.3406893793804648
121123359.jpg,0.3017472299269948
12223016903.jpg,0.21021479673988883
122230169039.jpg,0.3229764393820426
122346209.jpg,0.043216941431984214
122553631.jpg,0.19152764128455863
