image_name,ilniqe_score,translated_brisque_score,transformed_mos
5275524338.jpg,30.724311718846504,18.170940249579374,4.273162390016825
10283619534.jpg,19.897393736075333,5.75722201906067,4.769711119237574
6222668667.jpg,25.307994926414423,11.960804492065364,4.521567820317385
8253601805.jpg,26.057596458891226,12.82026812004699,4.487189275198121
8709304294.jpg,60.38819556648673,52.182382498741894,2.912704700050324
5036806312.jpg,67.52814511992054,60.36876777269401,2.58524928909224
4231049527.jpg,39.052212771862045,27.71938397920617,3.8912246408317532
9198779264.jpg,26.750550921230744,13.614782445892253,4.45540870216431
3347823880.jpg,52.2426803714042,42.84305521880232,3.2862777912479073
9021392547.jpg,66.91698101586886,59.66803105404721,2.6132787578381116
10602786066.jpg,53.79826474041617,44.62662705997104,3.214934917601158
8403312891.jpg,26.513993596872403,13.343555123895097,4.466257795044196
2815247737.jpg,58.11943784634598,49.58111414924871,3.0167554340300513
3025565947.jpg,18.008930306679318,3.591984142643234,4.856320634294271
8529490962.jpg,25.094977197230023,11.716566743852251,4.5313373302459095
6743243667.jpg,26.84759524522889,13.726049650086573,4.450958013996537
6800703361.jpg,32.575611188664766,20.293567391966796,4.188257304321327
4770124841.jpg,25.62995507064612,12.329951327601513,4.506801946895939
58449294.jpg,53.0035904533709,43.715484784753265,3.2513806086098693
1565882132.jpg,38.14463439729983,26.678790318862966,3.9328483872454814
3166870228.jpg,61.5573765592493,53.522919429725256,2.8590832228109897
8418843841.jpg,31.15577196377554,18.665635592865677,4.253374576285373
7989520325.jpg,33.479765088169465,21.330234683927138,4.146790612642915
7337709978.jpg,27.25693138501059,14.195378364768274,4.432184865409269
2725531293.jpg,67.43264576717448,60.2592719717585,2.58962912112966
3736418288.jpg,60.15034584669777,51.90967336698653,2.9236130653205388
3597199001.jpg,32.11462468948768,19.765018407115903,4.209399263715364
4141916319.jpg,30.75549054234025,18.20668866202938,4.271732453518824
5022993325.jpg,63.0358905628126,55.218125421801425,2.791274983127943
8115433304.jpg,42.62364848782844,31.814251671652663,3.727429933133893
2317296071.jpg,54.943244015662685,45.939415253740634,3.1624233898503746
6063249330.jpg,38.35098285784381,26.915381346020503,3.92338474615918
5886709832.jpg,37.12693317624655,25.511934134941207,3.9795226346023513
8179500414.jpg,34.96368316223279,23.031636770643715,4.078734529174252
5250708423.jpg,53.18385036899075,43.92216371261831,3.2431134514952675
9528230846.jpg,24.79208977837099,11.369287944911651,4.545228482203534
10628497685.jpg,47.85814684823392,37.815921567701345,3.487363137291946
8100293037.jpg,55.37359185836806,46.432835160398945,3.1426865935840422
10619909515.jpg,32.40708928805123,20.100346810337115,4.195986127586515
8275793121.jpg,35.74678495036663,23.92951047386915,4.042819581045234
5583866722.jpg,59.62902022429781,51.31194191717588,2.947522323312965
3022463774.jpg,27.76166494650129,14.774086010268338,4.409036559589266
5069309990.jpg,39.35119531173493,28.062185597518308,3.8775125760992677
10728525673.jpg,39.21205225273629,27.902649639927226,3.8838940144029106
8693865711.jpg,19.99842334796231,5.8730585975679865,4.76507765609728
7676832810.jpg,19.40187025107148,5.1890742849380835,4.7924370286024764
9336450850.jpg,29.436110500351067,16.693939409999707,4.332242423600012
6443379565.jpg,29.76184435770528,17.067413036545105,4.317303478538196
9712051180.jpg,16.542828572412752,1.9110095702468044,4.9235596171901275
10463583515.jpg,19.14865294283914,4.898745280831033,4.804050188766759
9805144264.jpg,26.194473194291447,12.977205600156793,4.480911775993729
6407770545.jpg,26.726552608185287,13.587266924242588,4.456509323030296
7316131560.jpg,20.130220977442534,6.0241725746408115,4.759033097014367
6408708033.jpg,41.51446642518124,30.542507153595118,3.778299713856195
