image_name,MOS_predicted_score
jpeg_buildings_img43.bmp,3.5456288
gblur_parrots_img105.bmp,2.0745158
fastfading_rapids_img77.bmp,3.4897192
jpeg_statue_img70.bmp,3.761594
fastfading_studentsculpture_img49.bmp,3.5738685
jpeg_carnivaldolls_img216.bmp,3.9197974
wn_caps_img64.bmp,3.6948752
jp2k_dancers_img65.bmp,3.200719
gblur_monarch_img3.bmp,2.0750427
fastfading_sailing3_img127.bmp,3.4738777
jpeg_monarch_img178.bmp,3.397029
wn_sailing2_img81.bmp,3.4982045
fastfading_bikes_img32.bmp,3.8154593
jpeg_paintedhouse_img172.bmp,3.5382414
jp2k_manfishing_img94.bmp,3.468144
jp2k_churchandcapitol_img194.bmp,3.0458503
wn_house_img109.bmp,3.5141187
jp2k_stream_img112.bmp,3.5792341
gblur_sailing1_img125.bmp,2.2618465
jpeg_woman_img167.bmp,3.4658062
fastfading_churchandcapitol_img134.bmp,3.490998
gblur_parrots_img12.bmp,3.3825645
jp2k_woman_img150.bmp,3.6822493
jp2k_ocean_img140.bmp,3.9657958
gblur_flowersonih35_img107.bmp,2.0585606
wn_house_img38.bmp,3.4646254
jpeg_plane_img17.bmp,3.5678847
jpeg_lighthouse_img86.bmp,3.720232
jp2k_caps_img193.bmp,2.6990447
wn_stream_img131.bmp,3.2330716
fastfading_ocean_img10.bmp,3.9760883
jpeg_monarch_img209.bmp,2.9892986
wn_woman_img35.bmp,3.6168995
jpeg_house_img75.bmp,3.321251
jp2k_house_img179.bmp,3.3637526
fastfading_rapids_img76.bmp,3.2107186
jp2k_sailing2_img138.bmp,2.963741
wn_lighthouse2_img108.bmp,3.518742
wn_manfishing_img73.bmp,3.2855017
gblur_house_img49.bmp,2.4432802
wn_rapids_img101.bmp,3.5729156
fastfading_monarch_img173.bmp,3.4343758
jpeg_ocean_img156.bmp,3.7268438
fastfading_bikes_img35.bmp,3.4658973
jpeg_paintedhouse_img56.bmp,3.402408
fastfading_flowersonih35_img153.bmp,3.3482573
gblur_paintedhouse_img81.bmp,2.6330738
jp2k_stream_img217.bmp,3.5548892
jpeg_womanhat_img89.bmp,3.5122836
jp2k_womanhat_img75.bmp,3.562872
jpeg_lighthouse2_img64.bmp,3.8554122
jpeg_parrots_img32.bmp,3.656489
wn_woman_img33.bmp,3.325472
gblur_monarch_img37.bmp,2.0276544
gblur_lighthouse_img97.bmp,2.47225
jpeg_monarch_img48.bmp,3.4343758
fastfading_rapids_img79.bmp,3.535527
jpeg_rapids_img110.bmp,3.5473535
jpeg_sailing3_img83.bmp,3.5123472
gblur_rapids_img29.bmp,3.5072246
jpeg_sailing2_img111.bmp,3.5520773
jpeg_stream_img100.bmp,3.437349
fastfading_rapids_img78.bmp,3.566981
gblur_building2_img25.bmp,2.2246294
wn_monarch_img17.bmp,3.1227894
wn_building2_img48.bmp,3.4497688
wn_sailing4_img134.bmp,3.368358
jp2k_manfishing_img200.bmp,2.9761803
gblur_flowersonih35_img90.bmp,3.302649
gblur_caps_img1.bmp,2.9957979
gblur_coinsinfountain_img101.bmp,3.2649052
wn_sailing1_img76.bmp,3.472016
fastfading_parrots_img43.bmp,3.7393136
