image_name,MOS_predicted_score
5275524338.jpg,3.597621
10283619534.jpg,3.3413222
6222668667.jpg,3.4792273
8253601805.jpg,3.033171
8709304294.jpg,2.1921
5036806312.jpg,2.6598516
4231049527.jpg,2.8135083
9198779264.jpg,2.6413908
3347823880.jpg,3.3239107
9021392547.jpg,2.5512564
10602786066.jpg,2.3025312
8403312891.jpg,2.5643854
2815247737.jpg,2.220803
2215981576.jpg,2.9369557
3025565947.jpg,3.1887558
8529490962.jpg,3.1325796
6743243667.jpg,3.387495
6800703361.jpg,3.417123
4770124841.jpg,3.1734357
58449294.jpg,2.7315748
1565882132.jpg,2.466653
3166870228.jpg,2.1621518
8418843841.jpg,3.2741377
7989520325.jpg,2.8251784
7337709978.jpg,3.156256
2725531293.jpg,2.756342
3736418288.jpg,2.8714473
3597199001.jpg,3.4232917
4141916319.jpg,3.3395002
6873701210.jpg,3.4390113
5022993325.jpg,3.4222183
8115433304.jpg,2.958546
2317296071.jpg,2.508469
6063249330.jpg,3.0859025
5886709832.jpg,3.471733
8179500414.jpg,3.2180684
5250708423.jpg,2.1215796
9528230846.jpg,3.3819816
10628497685.jpg,3.0709765
8100293037.jpg,3.4807715
10619909515.jpg,3.2437117
8275793121.jpg,3.2992713
5583866722.jpg,2.4559395
3022463774.jpg,3.2516851
5069309990.jpg,2.0411527
10728525673.jpg,3.3249092
8693865711.jpg,3.494482
7676832810.jpg,2.9734302
9336450850.jpg,3.6521895
6443379565.jpg,3.6154032
9712051180.jpg,3.259038
10463583515.jpg,3.440555
9805144264.jpg,3.1680937
6407770545.jpg,3.5280614
7316131560.jpg,3.5114436
5949374499.jpg,3.5846896
6408708033.jpg,2.7043152
7276446104.jpg,3.2743263
6106478357.jpg,2.976936
5025588176.jpg,3.292359
2618038580.jpg,2.5320086
516771790.jpg,2.5112772
7013076503.jpg,3.2259643
7749694370.jpg,3.2094302
8299281180.jpg,3.5073323
5763573511.jpg,3.0587003
5051600612.jpg,3.17422
5786557550.jpg,3.1134596
316618516.jpg,2.0847187
503291895.jpg,3.0531733
5228772358.jpg,3.4541974
3932630945.jpg,3.1885335
11054638863.jpg,3.3142223
8660939599.jpg,3.4519653
8948115296.jpg,3.1539614
3485554199.jpg,2.533472
4499122119.jpg,2.3749852
5142063764.jpg,2.1569314
2952066894.jpg,3.326264
5457535055.jpg,3.0958471
4941443673.jpg,3.1949883
4706726398.jpg,2.660977
11378848184.jpg,3.1350696
5359274053.jpg,2.3198543
2593384818.jpg,2.1423218
5835525141.jpg,3.404373
6849557935.jpg,1.8948314
4947572555.jpg,3.6155133
3073780494.jpg,2.7881644
4130373740.jpg,3.0814388
6396984107.jpg,3.4361165
6173003449.jpg,3.5088453
5569876905.jpg,2.8149862
7413044200.jpg,3.692531
4781142781.jpg,3.2758553
3779311128.jpg,3.2149389
11260385706.jpg,3.3617418
333145920.jpg,3.2266052
7202630536.jpg,3.288238
3761272199.jpg,3.1709647
2365109175.jpg,2.9934077
5478338919.jpg,3.5165021
8401142586.jpg,3.3527184
6194409059.jpg,3.6081376
2199234449.jpg,2.5516322
7640299878.jpg,3.2992852
7772663024.jpg,3.1921566
5842712003.jpg,3.1757462
4857542718.jpg,3.1779346
9331151234.jpg,3.3050013
10207172624.jpg,3.2903006
10849117054.jpg,3.0502274
9710823281.jpg,3.079133
8174015928.jpg,2.4209044
3673357278.jpg,3.3574708
10961758274.jpg,3.3037233
4805041131.jpg,3.0278282
3475877294.jpg,2.206838
6555285779.jpg,2.7767804
8468743988.jpg,3.4701772
5630751358.jpg,3.569119
9802094923.jpg,1.8074248
5540702638.jpg,3.2695522
8270913623.jpg,3.194932
8428991513.jpg,2.1633399
8630845484.jpg,3.1013515
4278181256.jpg,2.7890341
7819666996.jpg,3.500703
6015806731.jpg,3.3553948
4407839974.jpg,3.3160748
1562015932.jpg,2.8643296
356525836.jpg,3.2876704
9216910965.jpg,3.2829177
6026326925.jpg,3.2903056
7793934458.jpg,3.1972425
4883254364.jpg,3.253833
5847946773.jpg,2.6320179
198187235.jpg,2.6488078
9686480737.jpg,2.280859
4732322374.jpg,3.3874867
8941443262.jpg,3.2815654
6071037995.jpg,2.106048
9109271301.jpg,3.448489
7399670298.jpg,2.6086118
6708577729.jpg,3.230511
9496541245.jpg,3.259333
3993808694.jpg,2.7058334
8021464988.jpg,3.3653042
143899204.jpg,2.847137
7186783534.jpg,3.164801
6641523883.jpg,2.9401083
3742811862.jpg,2.780127
3248930020.jpg,3.0624542
8999325582.jpg,3.359341
8532727626.jpg,3.284126
8608242752.jpg,3.4200883
3847965007.jpg,2.6899838
8641533130.jpg,3.092728
8137649050.jpg,3.414472
6843523713.jpg,3.14693
9472868070.jpg,3.201868
8376951271.jpg,3.180712
9596892460.jpg,3.5910068
11219420725.jpg,3.67626
411787882.jpg,3.0380514
4770545465.jpg,3.4525409
3825250471.jpg,3.3795135
9941646054.jpg,3.202685
4595899816.jpg,3.409741
9692018769.jpg,2.8682985
1572596360.jpg,2.926253
6493347009.jpg,3.3693771
6018448805.jpg,2.696634
2643679552.jpg,3.3894897
9618361879.jpg,3.3525558
7057320569.jpg,3.3425434
356523006.jpg,3.5077853
8203037764.jpg,3.1268845
7316593310.jpg,3.6869771
8600750192.jpg,2.320362
6568691361.jpg,3.2705245
4655744443.jpg,3.3543408
3688594216.jpg,3.052047
5879690252.jpg,3.333965
6080905239.jpg,3.4367573
8530273249.jpg,2.8638647
