image_name,MOS_predicted_score
jpeg_buildings_img43.bmp,3.4063098
gblur_parrots_img105.bmp,2.277716
fastfading_rapids_img77.bmp,3.5235689
jpeg_statue_img70.bmp,3.578809
fastfading_studentsculpture_img49.bmp,3.55695
jpeg_carnivaldolls_img216.bmp,3.7048767
wn_caps_img64.bmp,3.6322906
jp2k_dancers_img65.bmp,2.9808958
gblur_monarch_img3.bmp,2.3974743
fastfading_sailing3_img127.bmp,3.3627522
jpeg_monarch_img178.bmp,3.4549532
wn_sailing2_img81.bmp,3.4240482
fastfading_bikes_img32.bmp,3.5448928
jpeg_paintedhouse_img172.bmp,3.3034668
jp2k_manfishing_img94.bmp,3.730436
jp2k_churchandcapitol_img194.bmp,3.2760353
wn_house_img109.bmp,3.2135475
jp2k_stream_img112.bmp,3.512629
gblur_sailing1_img125.bmp,2.3024037
jpeg_woman_img167.bmp,3.2961955
fastfading_churchandcapitol_img134.bmp,3.5672224
gblur_parrots_img12.bmp,3.3006709
jp2k_woman_img150.bmp,3.5983765
jp2k_ocean_img140.bmp,3.7044969
gblur_flowersonih35_img107.bmp,2.2955465
wn_house_img38.bmp,3.3604257
jpeg_plane_img17.bmp,3.3012094
jpeg_lighthouse_img86.bmp,3.5294833
jp2k_caps_img193.bmp,3.1576989
wn_stream_img131.bmp,3.4494166
fastfading_ocean_img10.bmp,3.701015
jpeg_monarch_img209.bmp,3.1336567
wn_woman_img35.bmp,3.5770497
jpeg_house_img75.bmp,3.2459168
jp2k_house_img179.bmp,3.2146373
fastfading_rapids_img76.bmp,2.7135186
jp2k_sailing2_img138.bmp,2.9571521
wn_lighthouse2_img108.bmp,2.959946
wn_manfishing_img73.bmp,3.1428807
gblur_house_img49.bmp,2.6434798
wn_rapids_img101.bmp,3.5629022
fastfading_monarch_img173.bmp,3.5102146
jpeg_ocean_img156.bmp,3.5660477
fastfading_bikes_img35.bmp,3.2636402
jpeg_paintedhouse_img56.bmp,3.284178
fastfading_flowersonih35_img153.bmp,3.5228598
gblur_paintedhouse_img81.bmp,2.2185886
jp2k_stream_img217.bmp,3.469318
jpeg_womanhat_img89.bmp,3.5264692
jp2k_womanhat_img75.bmp,3.6006927
jpeg_lighthouse2_img64.bmp,3.499058
jpeg_parrots_img32.bmp,3.5270422
wn_woman_img33.bmp,3.5024557
gblur_monarch_img37.bmp,2.347507
gblur_lighthouse_img97.bmp,2.5310936
jpeg_monarch_img48.bmp,3.5102146
fastfading_rapids_img79.bmp,3.6054173
jpeg_rapids_img110.bmp,3.5352101
jpeg_sailing3_img83.bmp,3.3601208
gblur_rapids_img29.bmp,3.1915834
jpeg_sailing2_img111.bmp,3.4781876
jpeg_stream_img100.bmp,3.413499
fastfading_rapids_img78.bmp,3.4871907
gblur_building2_img25.bmp,2.2195446
wn_monarch_img17.bmp,2.815352
wn_building2_img48.bmp,3.3881278
wn_sailing4_img134.bmp,3.4324422
jp2k_manfishing_img200.bmp,3.1269782
gblur_flowersonih35_img90.bmp,3.5014143
gblur_caps_img1.bmp,3.1098123
gblur_coinsinfountain_img101.bmp,3.086268
wn_sailing1_img76.bmp,3.5013337
fastfading_parrots_img43.bmp,3.599978
gblur_manfishing_img14.bmp,2.5349877
fastfading_woman_img158.bmp,3.584378
jp2k_cemetry_img46.bmp,2.8315485
jp2k_studentsculpture_img190.bmp,3.5161655
jp2k_sailing4_img52.bmp,3.7042909
jpeg_sailing1_img210.bmp,3.2064655
jp2k_lighthouse2_img151.bmp,3.5200427
wn_building2_img121.bmp,3.3918881
jp2k_sailing2_img55.bmp,3.3784301
wn_lighthouse_img40.bmp,3.1689928
wn_plane_img10.bmp,3.0885487
jpeg_sailing2_img52.bmp,3.5315208
wn_monarch_img82.bmp,3.280097
fastfading_rapids_img161.bmp,3.5779762
jpeg_ocean_img164.bmp,3.2774382
gblur_carnivaldolls_img27.bmp,3.0398443
