image_name,Sharpness_Score,Sharpness_Score_to_MOS_scale
10004473376.jpg,5907.050873540316,1.4988053747872723
10007357496.jpg,1700.4516390378897,1.1432609597568093
10007903636.jpg,3334.7017199619568,1.2813888052311033
10009096245.jpg,553.8977450380722,1.0463535029685511
100117038.jpg,3792.0480503265794,1.3200440049378213
10012398043.jpg,358.6159191115035,1.0298481601263645
10013822223.jpg,235.0991617837507,1.0194084460527346
10014002683.jpg,48.96918885883255,1.0036766235866341
10017119924.jpg,2874.807510604357,1.2425182571882052
10020766793.jpg,2891.4495412152414,1.243924852090314
10020891105.jpg,875.5936077826706,1.0735434397705002
10022757465.jpg,927.0301157351738,1.077890885797967
10022844623.jpg,2962.4523737585528,1.2499260561876906
10027545463.jpg,894.1131561832864,1.07510872365795
10027582235.jpg,313.9190266724262,1.0260703506441613
10029841663.jpg,1664.0461832775163,1.1401839477215114
10031298826.jpg,997.9424437880516,1.0838844403988466
10031913154.jpg,3204.070744911726,1.2703477929977174
10039534103.jpg,51.7898433621352,1.003915027080638
10041870415.jpg,1788.7609824735875,1.1507249210479267
10043785683.jpg,4057.039555131975,1.3424412537157218
10047832035.jpg,387.83607379820506,1.0323178659923218
10048365153.jpg,3007.1825917168367,1.2537066823637528
10050349236.jpg,68.8558162767181,1.0053574538530945
10058760545.jpg,53.97635897404204,1.0040998327563997
10059344614.jpg,1505.9004669187125,1.1268173722343138
10061596254.jpg,158.5746942754421,1.0129405498926722
10067457634.jpg,2081.616663982058,1.1754772675791247
10068507976.jpg,1035.8573896356909,1.087089035486428
10068778516.jpg,4836.05172641076,1.408283852760384
10069534975.jpg,2620.8217100591087,1.2210512174616157
10071864114.jpg,210.19374453855883,1.0173034245111285
10075168775.jpg,432.670069102172,1.036107263494961
10077468576.jpg,1237.467165622446,1.104129220650659
10077880165.jpg,217.87834622462591,1.0179529318824998
10079711433.jpg,212.5850789372085,1.0175055415996632
10082923485.jpg,307.00024916477395,1.025485571214377
10086300493.jpg,10931.99781687369,1.923517053254998
100882570.jpg,1074.3028250818606,1.0903384678887797
10089027076.jpg,32.818843841552734,1.002311586260375
10089177336.jpg,4309.332588339846,1.3637652196814893
10091520555.jpg,100.45047405297454,1.008027854214748
10093057603.jpg,161.85798787905114,1.0132180559346298
10094235786.jpg,4324.577764231298,1.365053751543499
10110458216.jpg,480.3781760132147,1.0401395827196622
10111411235.jpg,565.2006408696117,1.0473088308385354
10113730664.jpg,531.237170160412,1.044438216916804
10115071674.jpg,2032.208777623846,1.1713012819256685
10118773964.jpg,212.51807117376788,1.017499878061321
10121813934.jpg,2115.558068321371,1.178346016437384
10125013364.jpg,785.0488541341232,1.0658905402011742
10126177964.jpg,233.7078539724979,1.0192908518408064
10126857344.jpg,2928.460457202642,1.2470530380050908
10130566006.jpg,4119.776800326977,1.3477438451678685
10131980434.jpg,19.45927080757812,1.001182426738721
10133867305.jpg,1038.3531941662852,1.0872999824562706
10134737015.jpg,1224.6414031889026,1.103045179136946
10140071304.jpg,656.3363488496333,1.0550116782399177
1014369849.jpg,66.11573141223441,1.005125860155676
10147970884.jpg,3660.1246018856505,1.308893752039941
101484668.jpg,46.92380066648021,1.0035037460892022
10153847086.jpg,1649.6542226414506,1.13896753014992
10154367094.jpg,292.63716598093094,1.0242715943832235
10154991453.jpg,1687.978912484289,1.142206757057878
10155925686.jpg,465.7643745674027,1.0389044150231994
101601008.jpg,6149.942861318588,1.519334758476096
10164654253.jpg,348.1146075667348,1.0289605826648336
10164842933.jpg,5568.184378919476,1.4701641653715525
10169304416.jpg,3839.6089304523903,1.3240638804619667
10173544123.jpg,517.1310516539703,1.0432459589019243
1017647143.jpg,4737.553024161581,1.3999586804489343
10177270623.jpg,486.943653440698,1.0406945010042956
10177793964.jpg,1734.0279635128616,1.146098851835145
10178112894.jpg,231.20738686455616,1.0190795107869917
10178183416.jpg,1185.2578632132047,1.0997164575492941
10178914656.jpg,2310.4078775675093,1.1948148449578195
10183769356.jpg,2150.774060764246,1.1813224942844114
10186643874.jpg,377.4538421516773,1.031440353238742
10186680555.jpg,1507.609030196961,1.1269617810780004
10186832194.jpg,855.6300285240999,1.0718561054860298
10187102065.jpg,46.98121315486625,1.0035085986288572
10187522803.jpg,168.78925457100073,1.0138038909581322
10191607755.jpg,10514.3220717373,1.8882148363813491
10196228605.jpg,3847.934562756137,1.3247675681446238
10203647273.jpg,906.4478248949678,1.0761512576211854
10205220286.jpg,82.1450775405392,1.0064806705796794
10206674394.jpg,1401.721920393304,1.1180121359096127
10207172624.jpg,5998.225459922932,1.5065115082157128
10209014225.jpg,11654.79715369766,1.9846085081498885
10209917915.jpg,46.98734955921666,1.0035091172816153
10211880874.jpg,28.37519811070524,1.001936006526271
10213881683.jpg,145.65931677062892,1.0118489340567298
10218118033.jpg,2969.0830147063566,1.2504864821340769
10221144393.jpg,63.93574433763408,1.0049416062759968
10224586444.jpg,194.59294785742853,1.015984835356139
10226277514.jpg,63.50554374688201,1.0049052454512883
10226524916.jpg,22.096332671094885,1.0014053128672529
10227210045.jpg,3152.552570428052,1.2659934444636332
10241630856.jpg,6485.3269634640055,1.547681633887895
10241895785.jpg,1401.8593141628792,1.118023748517496
10244314384.jpg,334.73728433986093,1.027829922885703
10244715656.jpg,836.7892169703781,1.0702636682346691
10246311914.jpg,633.8897594362239,1.0531144783742967
10246318724.jpg,732.4196522842007,1.0614422869347886
10258169584.jpg,528.571145484612,1.0442128828331483
10260190424.jpg,3027.421268277465,1.2554172680453457
