image_name,brisque_score,MOS_zscore
10004473376.jpg,9.7100370182404,77.3836206896552
10007357496.jpg,20.4422438857234,68.7285714285714
10009096245.jpg,27.264524468684243,77.24375
100117038.jpg,2.331687639388946,75.1125
10012398043.jpg,15.177334489133358,65.1495327102804
10013822223.jpg,54.144796924828796,68.30625
10014002683.jpg,41.098917800532234,64.7627118644068
10017119924.jpg,10.85365076914772,66.224358974359
10020766793.jpg,14.91652947880172,81.50625
10020891105.jpg,3.4549900584728164,56.8297413793103
10022757465.jpg,42.38589292849085,71.0154867256637
10022844623.jpg,8.080243711188444,60.925
10027545463.jpg,25.858098474238517,72.8279816513761
10027582235.jpg,10.000785307154246,77.1377118644068
10029841663.jpg,20.988029988815555,70.125
10031298826.jpg,7.507627778279215,50.5681818181818
10031913154.jpg,17.12031149522349,70.5
10039534103.jpg,53.38722404724169,76.075
10041870415.jpg,6.838806427771345,66.4210526315789
10043785683.jpg,9.130494284432729,71.2043269230769
10047832035.jpg,18.850567886478956,71.8
10048365153.jpg,21.50794346370273,58.0929203539823
10050349236.jpg,36.61540594925586,30.9418103448276
10058760545.jpg,23.21964985232941,15.2293577981651
10059344614.jpg,18.198434315966523,68.6651376146789
10061596254.jpg,19.915266743063825,59.6418918918919
10067457634.jpg,17.20171180181805,78.4390756302521
10068507976.jpg,5.688039505254068,57.6548672566372
10068778516.jpg,28.482597326641525,71.8782608695652
10069534975.jpg,5.760965358689731,73.7222222222222
10071864114.jpg,27.85838760937483,71.9090909090909
10075168775.jpg,48.82394140507367,74.7785714285714
10077468576.jpg,9.203769307126066,73.8152173913043
10077880165.jpg,37.61084257123079,31.2256637168142
10079711433.jpg,29.57659176471131,59.0625
10082923485.jpg,18.579882767907606,53.2260869565217
10086300493.jpg,3.488033463019036,68.3026315789474
100882570.jpg,13.40987947541484,65.4747899159664
10089027076.jpg,31.991521170063464,23.0785714285714
10089177336.jpg,4.418996082531265,72.945945945946
10091520555.jpg,27.169225313883516,33.6443965517241
10093057603.jpg,36.82767760986221,63.4955752212389
10094235786.jpg,22.04832691078647,62.1559633027523
10110458216.jpg,18.780227619538636,64.7293577981651
10111411235.jpg,33.631258541057235,18.4705882352941
10113730664.jpg,20.675624692157925,68.8125
10115071674.jpg,15.76521094707411,72.775
10118773964.jpg,20.944859300815523,53.0733944954128
10121813934.jpg,12.431914556297528,65.3980582524272
10125013364.jpg,20.67232399500992,31.2711538461538
10126177964.jpg,75.45649847502446,70.9078947368421
10126857344.jpg,3.1125094052343627,68.7331932773109
10130566006.jpg,31.397773545250146,71.95
10131980434.jpg,56.6508660785714,61.0279850746269
10133867305.jpg,16.699379722646853,58.1607142857143
10134737015.jpg,44.33674459207643,54.5903361344538
10140071304.jpg,55.86920667487354,62.5576923076923
10147970884.jpg,24.298577976931455,76.8561946902655
10153847086.jpg,27.99123565333295,59.23125
10154367094.jpg,34.59448847912401,74.1120689655172
10154991453.jpg,11.194804094440741,74.1854838709677
101601008.jpg,18.128717597256895,61.0875
10164654253.jpg,18.926891778525913,52.9220183486239
10164842933.jpg,12.65025053538372,76.69375
10169304416.jpg,4.599058179661455,80.8716814159292
10173544123.jpg,19.892623034478532,65.1055555555556
10177270623.jpg,23.253479485509246,59.4800884955752
10177793964.jpg,6.010011912555882,68.5218446601942
10178112894.jpg,9.278347107619737,40.2586206896552
10178914656.jpg,20.618861336275785,69.7991071428571
10183769356.jpg,38.37718058156017,70.0472972972973
10186643874.jpg,17.47062862723928,51.5731707317073
10186680555.jpg,27.03470120973688,55.3362068965517
10186832194.jpg,40.85884271548704,57.5818584070796
10187102065.jpg,16.431449587225046,38.7142857142857
10187522803.jpg,29.416085427667753,68.4601769911504
10191607755.jpg,34.413949703191605,79.4115044247788
10196228605.jpg,8.570677367707816,63.8040540540541
10203647273.jpg,9.068612086101865,73.5021186440678
10205220286.jpg,37.814284615782725,29.2638888888889
10207172624.jpg,3.5973812306095567,62.5344036697248
10209014225.jpg,30.087044021848527,64.8411214953271
10209917915.jpg,42.7547329071177,46.9097222222222
10211880874.jpg,38.67577843655849,35.0487288135593
10213881683.jpg,35.53544912784602,37.1232142857143
10218118033.jpg,15.446320234388708,75.6659663865546
10221144393.jpg,41.419098711516966,18.275641025641
10224586444.jpg,30.041040243916854,37.975
10226277514.jpg,22.09725836389029,43.2162162162162
10226524916.jpg,37.02855163697515,20.6216216216216
10227210045.jpg,18.529456895632478,70.4245283018868
10241630856.jpg,22.843660873700486,63.6573275862069
10241895785.jpg,10.767945689735228,67.0736607142857
10244314384.jpg,30.252258646448666,47.5481651376147
10246318724.jpg,3.459545286415022,74.3581081081081
10258169584.jpg,12.267552028017548,57.2302631578947
10260190424.jpg,10.179383860979868,68.8652173913043
10262588616.jpg,32.78024317991705,61.4485981308411
10264804094.jpg,27.88504525955679,76.6495535714286
10264984793.jpg,49.91043760293812,66.1
10265315316.jpg,14.611380519042285,62.9513888888889
10265809113.jpg,18.653601927131234,73.7767857142857
10273804555.jpg,10.276117279266572,68.3026315789474
10278246465.jpg,14.083182018170277,70.8416030534351
10279904885.jpg,47.27870594322482,44.0400943396226
10280683815.jpg,44.49110842387424,77.425
10280835505.jpg,36.11202498512202,31.2256637168142
10283619534.jpg,11.384112073393425,77.9740566037736
10287677265.jpg,22.8457811538386,64.1272321428571
10289468185.jpg,21.96814089548795,73.525
10290759976.jpg,10.095710359275785,77.9256756756757
1029470257.jpg,19.405701449061752,43.0961538461538
10295875445.jpg,15.923485274686954,62.563025210084
10296038236.jpg,31.4452872393027,40.6438053097345
102995966.jpg,62.306753394245305,16.4600840336134
10316734944.jpg,21.833157288303795,67.3055555555556
10319186405.jpg,32.536841977827834,55.5540540540541
10319713194.jpg,47.438321141797445,7.99152542372881
10327985614.jpg,4.611936622148477,75.1026785714286
10329149264.jpg,16.490235505027584,71.9797297297297
10329235193.jpg,50.53487723360533,84.1292372881356
10330831494.jpg,24.867778726745627,48.5321100917431
10335072144.jpg,28.24807496933974,62.1610576923077
10336689775.jpg,39.84896848681328,65.1811023622047
103400056.jpg,22.949330417107575,77.8625
10342569703.jpg,8.473192114040984,38.6081081081081
10344523015.jpg,35.802165992971794,52.5263157894737
10344921126.jpg,86.88889082226282,4.46638655462185
10346758803.jpg,37.09777240334594,63.5336134453782
10346796664.jpg,6.241478407945095,70.6504424778761
10350497833.jpg,19.871267024845196,58.260593220339
10351189716.jpg,19.24316867007846,61.01875
10353620913.jpg,22.999461140706302,56.7071428571429
10358252894.jpg,19.273377378669664,64.4615384615385
10362672006.jpg,22.5142304464176,75.8189655172414
1036840624.jpg,48.75989680376583,28.3382352941176
10371125786.jpg,11.96688030709467,38.245145631068
10371211803.jpg,16.079138997319745,66.38125
10372323314.jpg,19.1724700976184,65.3361344537815
10373546175.jpg,35.0295911162834,61.9538834951456
10375167904.jpg,18.294276236325885,62.4080188679245
10382843045.jpg,40.33257712390295,48.6347826086957
10387390396.jpg,36.26654667170257,74.3417431192661
10387844376.jpg,1.7871844352309552,65.6134453781513
10388184626.jpg,12.356855984492853,78.5802752293578
10395523125.jpg,25.362007359672106,60.5069444444444
10397166423.jpg,12.25970492510939,73.9358407079646
10397631976.jpg,4.19471952714693,73.7247899159664
10399580503.jpg,50.61982679185209,76.6371681415929
10403509543.jpg,36.44870152846633,68.0117924528302
10407720764.jpg,44.56640591575987,38.6261682242991
10408374535.jpg,30.64335984626254,48.9217391304348
10408474376.jpg,7.922416845426227,81.4894957983193
10409059825.jpg,36.89173912285784,73.1513157894737
10410038143.jpg,8.425810532356621,78.1659482758621
10412894895.jpg,16.3925354873397,57.4121621621622
10414716033.jpg,14.820740341401319,71.0878378378378
10415628976.jpg,54.12422833225568,20.0868644067797
10415631353.jpg,58.023801002724866,43.0819327731092
10422425365.jpg,1.528424485087811,72.5723684210526
10422776735.jpg,21.258889784125216,69.772
10423472445.jpg,6.2231978704782875,72.5705128205128
10429780626.jpg,26.63397543371113,72.0285714285714
10430002553.jpg,20.048316083486924,77.5206422018349
10430335945.jpg,38.84827100827235,39.9741379310345
10440370734.jpg,37.32316957937368,39.2436440677966
10442628686.jpg,37.94334334173956,41.5810810810811
10458591.jpg,18.649009687073743,51.4871794871795
10458703674.jpg,12.749983864275777,38.1615044247788
10459022813.jpg,17.029929986825977,79.9642857142857
10463545414.jpg,43.90339326949501,55.0444915254237
10463583515.jpg,24.525765969672506,76.6973684210526
10464940425.jpg,18.76706352941298,71.3851351351351
10465121613.jpg,17.434550535795864,61.5723684210526
10466350116.jpg,15.175308342080001,77.224358974359
10466453556.jpg,32.53445892043541,28.8004201680672
10468110795.jpg,14.358385572661604,61.4754464285714
10468540574.jpg,31.831094555396334,67.075
10469774844.jpg,27.438982264731266,59.6034482758621
10471406506.jpg,32.50597265716439,28.2884615384615
10474002734.jpg,15.05254098611087,80.7745535714286
10475435053.jpg,1.3175161655330783,57.8487394957983
10475658035.jpg,20.74986452923801,83.225
10481974434.jpg,16.581638382479667,42.4615384615385
10486107003.jpg,19.48637936664963,67.9930555555556
10490369963.jpg,24.291742329430434,39.0540540540541
10491358066.jpg,21.835875098601463,64.45
10491423125.jpg,14.670668006964405,72.5
10492897986.jpg,4.393715751823237,44.6283783783784
10506082433.jpg,21.845330388918995,41.9444444444444
10512432565.jpg,31.57507262029921,68.1785714285714
10513907744.jpg,44.139605406769505,59.4311926605505
10516786036.jpg,4.641484559100121,73.94375
10517436165.jpg,15.453776696985273,42.4652173913043
10520192995.jpg,51.11513629261137,55.1630434782609
10525460645.jpg,11.825116503850467,71.9652777777778
10526881085.jpg,26.233883410997322,44.4598214285714
10530470795.jpg,19.657960494096614,38.7567567567568
10532663625.jpg,16.697351960341592,70.2565789473684
10534454676.jpg,9.884791439353847,71.0891304347826
10535849673.jpg,21.736595092210536,47.9556074766355
10536668436.jpg,16.295007937351187,36.5432330827068
10538085833.jpg,21.826263618144793,52.6710526315789
10539008983.jpg,28.20427043177071,71.0154867256637
10539142034.jpg,12.810738048298248,78.1809210526316
10539341593.jpg,8.633773293040434,75.025
10544775715.jpg,21.449768335519565,48.0642857142857
10544833625.jpg,1.7203039017080926,50.5756880733945
10544945153.jpg,13.65124009868859,50.8235294117647
10554234623.jpg,14.54106230782881,51.609243697479
10556629035.jpg,18.724889415445062,73.2821100917431
10558118243.jpg,5.7852903149689325,75.8
105620456.jpg,32.960688628691486,55.8625
10567114974.jpg,28.938312492900053,64.8478260869565
10567188645.jpg,24.285972093371782,64.1575630252101
10568567754.jpg,24.539826054661916,75.1782608695652
10569725133.jpg,23.596418421761058,74.3008849557522
1057328504.jpg,20.199078424989665,31.4955357142857
10574233584.jpg,29.362818040139558,51.7110091743119
10575593285.jpg,29.379322094301727,59.2126168224299
