image_name,brisque_score
11004139923.jpg,155.845
137731604.jpg,104.23264301611582
1679551869.jpg,155.845
2124048872.jpg,100.58461129199569
2224984425.jpg,144.48098626378487
2852195444.jpg,132.31920625165537
2871745051.jpg,113.2280525316194
3194756721.jpg,155.845
3320115265.jpg,155.845
3342346685.jpg,104.09967429621676
3494272101.jpg,120.42173819351521
3653613515.jpg,117.97021591903241
3691978983.jpg,106.1240110564058
37951657.jpg,163.8622598946856
3796455854.jpg,115.80450960448988
3886718406.jpg,110.46258562854146
3886880606.jpg,106.17362148460231
3993808694.jpg,101.59274349832302
417711208.jpg,134.70329960645958
4254945684.jpg,104.576791457067
4297599043.jpg,114.07877534774403
452715885.jpg,155.845
4617763829.jpg,155.845
4985465789.jpg,148.0226946983623
5436025882.jpg,127.24378788628516
6170767458.jpg,102.11256990771048
6873701210.jpg,138.44928933772204
6922435153.jpg,109.14843856052963
7003526811.jpg,155.845
7319806894.jpg,114.05374675229004
8716882404.jpg,155.845
9269067450.jpg,103.10424768791395
9433458685.jpg,104.99508646708378
944341845.jpg,145.19915385075112
