image_name,brisque_score,MOS_zscore_transformed_to_brisque_scale
10004473376.jpg,9.7100370182404,22.616379310344797
10007357496.jpg,20.4422438857234,31.2714285714286
10009096245.jpg,27.264524468684243,22.756249999999994
100117038.jpg,2.331687639388946,24.887500000000003
10012398043.jpg,15.177334489133358,34.8504672897196
10013822223.jpg,54.1447969248288,31.693749999999994
10014002683.jpg,41.09891780053224,35.237288135593204
10017119924.jpg,10.85365076914772,33.775641025640994
10020766793.jpg,14.91652947880172,18.493750000000006
10020891105.jpg,3.4549900584728164,43.1702586206897
10022757465.jpg,42.38589292849085,28.984513274336294
10022844623.jpg,8.080243711188444,39.075
10027545463.jpg,25.85809847423852,27.172018348623894
10027582235.jpg,10.000785307154246,22.862288135593204
10029841663.jpg,20.988029988815555,29.875
10031298826.jpg,7.507627778279215,49.4318181818182
10031913154.jpg,17.12031149522349,29.5
10039534103.jpg,53.38722404724169,23.924999999999997
10041870415.jpg,6.838806427771345,33.5789473684211
10043785683.jpg,9.130494284432729,28.795673076923094
10047832035.jpg,18.85056788647896,28.200000000000003
10048365153.jpg,21.50794346370273,41.9070796460177
10050349236.jpg,36.61540594925586,69.0581896551724
10058760545.jpg,23.21964985232941,84.7706422018349
10059344614.jpg,18.198434315966523,31.334862385321102
10061596254.jpg,19.915266743063825,40.3581081081081
10067457634.jpg,17.20171180181805,21.560924369747895
10068507976.jpg,5.688039505254068,42.3451327433628
10068778516.jpg,28.482597326641525,28.121739130434804
10069534975.jpg,5.760965358689731,26.2777777777778
10071864114.jpg,27.85838760937483,28.090909090909093
10075168775.jpg,48.82394140507367,25.221428571428604
10077468576.jpg,9.203769307126066,26.1847826086957
10077880165.jpg,37.61084257123079,68.7743362831858
10079711433.jpg,29.57659176471131,40.9375
10082923485.jpg,18.57988276790761,46.7739130434783
10086300493.jpg,3.488033463019036,31.6973684210526
100882570.jpg,13.40987947541484,34.5252100840336
10089027076.jpg,31.991521170063464,76.9214285714286
10089177336.jpg,4.418996082531265,27.054054054054006
10091520555.jpg,27.16922531388352,66.3556034482759
10093057603.jpg,36.82767760986221,36.5044247787611
10094235786.jpg,22.04832691078647,37.8440366972477
10110458216.jpg,18.78022761953864,35.2706422018349
10111411235.jpg,33.631258541057235,81.5294117647059
10113730664.jpg,20.675624692157925,31.1875
10115071674.jpg,15.76521094707411,27.224999999999994
10118773964.jpg,20.944859300815523,46.9266055045872
10121813934.jpg,12.431914556297528,34.601941747572795
10125013364.jpg,20.67232399500992,68.7288461538462
10126177964.jpg,75.45649847502446,29.092105263157904
10126857344.jpg,3.1125094052343627,31.266806722689097
10130566006.jpg,31.397773545250143,28.049999999999997
10131980434.jpg,56.6508660785714,38.9720149253731
10133867305.jpg,16.699379722646853,41.8392857142857
10134737015.jpg,44.33674459207643,45.4096638655462
10140071304.jpg,55.86920667487354,37.4423076923077
10147970884.jpg,24.29857797693145,23.143805309734503
10153847086.jpg,27.99123565333295,40.76875
10154367094.jpg,34.59448847912401,25.887931034482804
10154991453.jpg,11.19480409444074,25.8145161290323
101601008.jpg,18.12871759725689,38.9125
10164654253.jpg,18.926891778525917,47.0779816513761
10164842933.jpg,12.65025053538372,23.306250000000006
10169304416.jpg,4.599058179661455,19.128318584070797
10173544123.jpg,19.89262303447853,34.8944444444444
10177270623.jpg,23.25347948550925,40.5199115044248
10177793964.jpg,6.010011912555882,31.478155339805795
10178112894.jpg,9.278347107619735,59.7413793103448
10178914656.jpg,20.618861336275785,30.200892857142904
10183769356.jpg,38.37718058156017,29.952702702702695
10186643874.jpg,17.47062862723928,48.4268292682927
10186680555.jpg,27.03470120973688,44.6637931034483
10186832194.jpg,40.85884271548704,42.4181415929204
10187102065.jpg,16.431449587225046,61.2857142857143
10187522803.jpg,29.416085427667756,31.539823008849595
10191607755.jpg,34.413949703191605,20.588495575221202
10196228605.jpg,8.570677367707816,36.1959459459459
10203647273.jpg,9.068612086101863,26.497881355932194
10205220286.jpg,37.814284615782725,70.7361111111111
10207172624.jpg,3.5973812306095567,37.4655963302752
10209014225.jpg,30.087044021848527,35.1588785046729
10209917915.jpg,42.7547329071177,53.0902777777778
10211880874.jpg,38.67577843655849,64.95127118644069
10213881683.jpg,35.53544912784602,62.8767857142857
10218118033.jpg,15.446320234388708,24.3340336134454
10221144393.jpg,41.419098711516966,81.724358974359
10224586444.jpg,30.041040243916854,62.025
10226277514.jpg,22.09725836389029,56.7837837837838
10226524916.jpg,37.02855163697515,79.3783783783784
10227210045.jpg,18.52945689563248,29.575471698113205
10241630856.jpg,22.84366087370049,36.3426724137931
10241895785.jpg,10.767945689735228,32.926339285714306
10244314384.jpg,30.252258646448663,52.4518348623853
10246318724.jpg,3.459545286415022,25.641891891891902
10258169584.jpg,12.267552028017548,42.7697368421053
10260190424.jpg,10.179383860979868,31.1347826086957
10262588616.jpg,32.78024317991705,38.5514018691589
10264804094.jpg,27.88504525955679,23.350446428571402
10264984793.jpg,49.91043760293812,33.900000000000006
10265315316.jpg,14.611380519042283,37.0486111111111
10265809113.jpg,18.653601927131238,26.223214285714306
10273804555.jpg,10.276117279266572,31.6973684210526
10278246465.jpg,14.083182018170277,29.158396946564906
10279904885.jpg,47.27870594322482,55.9599056603774
10280683815.jpg,44.49110842387424,22.575000000000003
10280835505.jpg,36.11202498512202,68.7743362831858
10283619534.jpg,11.384112073393425,22.025943396226396
10287677265.jpg,22.8457811538386,35.872767857142904
10289468185.jpg,21.96814089548795,26.474999999999994
10290759976.jpg,10.095710359275785,22.074324324324294
1029470257.jpg,19.405701449061752,56.9038461538462
10295875445.jpg,15.923485274686954,37.436974789916
10296038236.jpg,31.4452872393027,59.3561946902655
102995966.jpg,62.306753394245305,83.5399159663866
10316734944.jpg,21.833157288303795,32.6944444444444
10319186405.jpg,32.536841977827834,44.4459459459459
10319713194.jpg,47.438321141797445,92.0084745762712
10327985614.jpg,4.611936622148477,24.897321428571402
10329149264.jpg,16.490235505027584,28.020270270270302
10329235193.jpg,50.53487723360533,15.870762711864401
10330831494.jpg,24.867778726745627,51.4678899082569
10335072144.jpg,28.24807496933974,37.8389423076923
10336689775.jpg,39.84896848681328,34.8188976377953
103400056.jpg,22.94933041710757,22.137500000000003
10342569703.jpg,8.473192114040984,61.3918918918919
10344523015.jpg,35.802165992971794,47.4736842105263
10344921126.jpg,86.88889082226282,95.53361344537815
10346758803.jpg,37.09777240334594,36.4663865546218
10346796664.jpg,6.241478407945095,29.349557522123902
10350497833.jpg,19.8712670248452,41.739406779661
10351189716.jpg,19.24316867007846,38.98125
10353620913.jpg,22.999461140706305,43.2928571428571
10358252894.jpg,19.273377378669664,35.538461538461505
10362672006.jpg,22.5142304464176,24.181034482758605
1036840624.jpg,48.75989680376583,71.6617647058824
10371125786.jpg,11.96688030709467,61.754854368932
10371211803.jpg,16.079138997319745,33.618750000000006
10372323314.jpg,19.1724700976184,34.6638655462185
10373546175.jpg,35.0295911162834,38.0461165048544
10375167904.jpg,18.294276236325885,37.5919811320755
10382843045.jpg,40.33257712390295,51.3652173913043
10387390396.jpg,36.26654667170257,25.6582568807339
10387844376.jpg,1.7871844352309552,34.3865546218487
10388184626.jpg,12.356855984492851,21.419724770642205
10395523125.jpg,25.362007359672106,39.4930555555556
10397166423.jpg,12.25970492510939,26.0641592920354
10397631976.jpg,4.19471952714693,26.275210084033603
10399580503.jpg,50.61982679185209,23.362831858407105
10403509543.jpg,36.44870152846633,31.988207547169793
10407720764.jpg,44.56640591575987,61.3738317757009
10408374535.jpg,30.64335984626254,51.0782608695652
10408474376.jpg,7.922416845426227,18.510504201680703
10409059825.jpg,36.89173912285784,26.8486842105263
10410038143.jpg,8.425810532356621,21.834051724137893
10412894895.jpg,16.3925354873397,42.5878378378378
10414716033.jpg,14.82074034140132,28.912162162162204
10415628976.jpg,54.12422833225568,79.9131355932203
10415631353.jpg,58.02380100272487,56.9180672268908
10422425365.jpg,1.528424485087811,27.4276315789474
10422776735.jpg,21.258889784125216,30.227999999999994
10423472445.jpg,6.223197870478288,27.429487179487197
10429780626.jpg,26.63397543371113,27.971428571428604
10430002553.jpg,20.048316083486924,22.479357798165097
10430335945.jpg,38.84827100827235,60.0258620689655
10440370734.jpg,37.32316957937368,60.7563559322034
10442628686.jpg,37.94334334173956,58.4189189189189
10458591.jpg,18.649009687073743,48.5128205128205
10458703674.jpg,12.749983864275777,61.8384955752212
10459022813.jpg,17.029929986825977,20.035714285714306
10463545414.jpg,43.90339326949501,44.9555084745763
10463583515.jpg,24.525765969672506,23.3026315789474
10464940425.jpg,18.76706352941298,28.6148648648649
10465121613.jpg,17.434550535795864,38.4276315789474
10466350116.jpg,15.17530834208,22.775641025640994
10466453556.jpg,32.53445892043541,71.1995798319328
10468110795.jpg,14.358385572661604,38.5245535714286
10468540574.jpg,31.831094555396334,32.925
10469774844.jpg,27.438982264731266,40.3965517241379
10471406506.jpg,32.50597265716439,71.7115384615385
10474002734.jpg,15.05254098611087,19.225446428571402
10475435053.jpg,1.3175161655330785,42.1512605042017
10475658035.jpg,20.74986452923801,16.775000000000006
10481974434.jpg,16.581638382479667,57.5384615384615
10486107003.jpg,19.48637936664963,32.0069444444444
10490369963.jpg,24.291742329430438,60.9459459459459
10491358066.jpg,21.835875098601463,35.55
10491423125.jpg,14.670668006964403,27.5
10492897986.jpg,4.393715751823237,55.3716216216216
10506082433.jpg,21.845330388918995,58.0555555555556
10512432565.jpg,31.57507262029921,31.821428571428598
10513907744.jpg,44.13960540676951,40.5688073394495
10516786036.jpg,4.641484559100121,26.056250000000006
10517436165.jpg,15.453776696985273,57.5347826086957
10520192995.jpg,51.11513629261137,44.8369565217391
10525460645.jpg,11.825116503850468,28.0347222222222
10526881085.jpg,26.23388341099732,55.5401785714286
10530470795.jpg,19.657960494096614,61.2432432432432
10532663625.jpg,16.697351960341592,29.743421052631604
10534454676.jpg,9.884791439353847,28.910869565217396
10535849673.jpg,21.736595092210536,52.0443925233645
10536668436.jpg,16.295007937351187,63.4567669172932
10538085833.jpg,21.826263618144797,47.3289473684211
10539008983.jpg,28.20427043177071,28.984513274336294
10539142034.jpg,12.810738048298248,21.819078947368396
10539341593.jpg,8.633773293040434,24.974999999999994
10544775715.jpg,21.449768335519565,51.9357142857143
10544833625.jpg,1.7203039017080926,49.4243119266055
10544945153.jpg,13.65124009868859,49.1764705882353
10554234623.jpg,14.54106230782881,48.390756302521
10556629035.jpg,18.724889415445062,26.717889908256893
10558118243.jpg,5.7852903149689325,24.200000000000003
105620456.jpg,32.960688628691486,44.1375
10567114974.jpg,28.938312492900053,35.1521739130435
10567188645.jpg,24.285972093371782,35.842436974789905
10568567754.jpg,24.53982605466192,24.821739130434807
10569725133.jpg,23.596418421761054,25.699115044247804
1057328504.jpg,20.199078424989665,68.5044642857143
10574233584.jpg,29.36281804013956,48.2889908256881
10575593285.jpg,29.379322094301727,40.7873831775701
10576676414.jpg,15.178235652287045,33.589285714285694
10579282866.jpg,20.470664650698808,36.6818181818182
1057997640.jpg,35.23614347015084,47.2241379310345
10581525775.jpg,27.606200350508487,36.6233108108108
10582113466.jpg,27.574895395805328,41.8392857142857
10583786994.jpg,69.87748081695062,39.8119266055046
10586872235.jpg,31.980471124276363,58.3611111111111
10589450596.jpg,29.056636240177767,35.422619047619094
10597114264.jpg,4.463805971250366,27.107142857142904
10602786066.jpg,22.750440265111,72.2394957983193
10603218265.jpg,27.43869749077268,28.138392857142904
10604417276.jpg,34.03900835430747,22.630733944954102
10605846204.jpg,9.128040485082892,29.537946428571402
10609356094.jpg,14.758434383691537,33.0
10614052044.jpg,7.205294220399736,25.3792372881356
10615424764.jpg,68.51644309898435,25.809633027522906
10617981003.jpg,58.29864835693488,59.6824324324324
10619909515.jpg,27.05917651796605,39.2224576271186
10620203775.jpg,45.43958412129084,79.1388888888889
10620356404.jpg,22.70088048449699,43.545652173913
1062133952.jpg,14.568096092385275,39.0127118644068
10625988224.jpg,10.331984440150537,33.1556603773585
