image_name,brisque_score
fastfading_coinsinfountain_img146.bmp,-2.1623520888416863
fastfading_parrots_img154.bmp,-11.675822674313537
fastfading_plane_img157.bmp,-3.1300901203060505
gblur_coinsinfountain_img146.bmp,-2.1623520888416863
gblur_parrots_img154.bmp,-11.675822674313537
gblur_plane_img157.bmp,-3.1300901203060505
jp2k_coinsinfountain_img224.bmp,-2.1623520888416863
jp2k_coinsinfountain_img54.bmp,-2.1623520888416863
jp2k_parrots_img145.bmp,-11.675822674313537
jp2k_parrots_img50.bmp,-11.675822674313537
jp2k_plane_img139.bmp,-3.1300901203060505
jp2k_plane_img57.bmp,-3.1300901203060505
jpeg_coinsinfountain_img112.bmp,-2.1623520888416863
jpeg_coinsinfountain_img182.bmp,-2.1623520888416863
jpeg_parrots_img109.bmp,-11.675822674313537
jpeg_parrots_img142.bmp,-11.675822674313537
jpeg_plane_img191.bmp,-3.1300901203060505
jpeg_plane_img76.bmp,-3.1300901203060505
wn_coinsinfountain_img146.bmp,-2.1623520888416863
wn_parrots_img154.bmp,-11.675822674313537
wn_parrots_img75.bmp,-2.3576810804267154
wn_plane_img157.bmp,-3.1300901203060505
