image_name,brisque_score
10007903636.jpg,-4.495060810479941
10155925686.jpg,-1.6141455976370764
10178183416.jpg,-4.493375227047437
10206674394.jpg,-10.930839270730672
10244715656.jpg,-7.59324002179315
10246311914.jpg,-1.3703551184753735
1026198859.jpg,-18.339175242262883
1027833701.jpg,-4.362262415980496
10299438733.jpg,-10.749991755940783
10325321.jpg,-0.900647246841487
10349956885.jpg,-9.656521230939603
10366373284.jpg,-6.953282434502654
104219737.jpg,-5.176963716214374
10446770756.jpg,-10.258285070129574
10446810546.jpg,-0.2670373787255187
10451177016.jpg,-1.8072529389772
10453950204.jpg,-4.3318705668787345
10465293055.jpg,-3.8795397873527975
10505275743.jpg,-9.785859292107858
10680502673.jpg,-3.1673707548369805
10776111906.jpg,-1.7125177609673585
10814874265.jpg,-0.37535064130568685
10880314705.jpg,-6.4147141306952165
10937404313.jpg,-1.030776526122537
1101948952.jpg,-6.875801937368948
11035760784.jpg,-0.02651259972881803
11071132393.jpg,-2.9808241202587453
11141708043.jpg,-7.129168433951605
11252383376.jpg,-2.7287729546760886
11273190884.jpg,-1.9434333114545836
11288559554.jpg,-16.66364046552215
11292980633.jpg,-6.393594275487914
11301386435.jpg,-14.172081841221967
11310848503.jpg,-6.662493930534453
11325081573.jpg,-3.013242784110531
11346267905.jpg,-7.562979020924132
11353895754.jpg,-6.660582724704597
11519797605.jpg,-3.1121531919675647
122760647.jpg,-2.830058613804937
128293583.jpg,-6.0683406398975706
1331642031.jpg,-7.435241829529815
1348094685.jpg,-2.767945049959991
1362231035.jpg,-2.668441528391128
142607218.jpg,-17.732196711931607
143622689.jpg,-2.9383851933818335
1474406158.jpg,-7.39528255530152
152927161.jpg,-1.3540745889029324
1540229828.jpg,-2.402707145663527
159144665.jpg,-7.721129664993015
1755366250.jpg,-13.139901047388236
176663631.jpg,-11.37380037865924
1792473649.jpg,-5.103396154347735
1796317547.jpg,-3.3170889420181595
1799451312.jpg,-10.594359266850034
1946326263.jpg,-5.701764517879866
2017266.jpg,-33.41931796062627
2095008314.jpg,-3.2871197346841257
2102208013.jpg,-1.9102496724521245
2178785463.jpg,-6.568109621237824
2191898704.jpg,-3.7839875666005867
2201178081.jpg,-2.31439380625298
2225683996.jpg,-3.155595801208989
2231492475.jpg,-6.459079557853698
2251792086.jpg,-0.02458819947892721
2259747766.jpg,-4.367956472015891
2298149104.jpg,-2.4522746164135754
2298165172.jpg,-6.094645111769893
2318824279.jpg,-10.074043041001033
2322154086.jpg,-3.7723500676584365
2365855574.jpg,-0.04115342874561634
2405333928.jpg,-2.996221412401866
2442392234.jpg,-1.396626953266292
249590486.jpg,-6.922294068295088
2502332369.jpg,-6.837034720979688
2519479147.jpg,-3.8663027865796096
