image_name,brisque_score
1014369849.jpg,58.75165373828108
101484668.jpg,30.891157321978966
1017647143.jpg,18.198967237652568
102825508.jpg,14.784469070494055
1034624333.jpg,14.220121676234925
1059399148.jpg,16.598995431513316
109293948.jpg,49.38305385827309
10943636256.jpg,7.448655500547687
109436362569.jpg,28.001604558033677
1117582514.jpg,26.88422050093024
1127644406.jpg,13.234211372484282
11457744603.jpg,0.15958240451740835
114577446033.jpg,20.98693184645171
1154145143.jpg,3.230203794168773
1166073016.jpg,42.79958180025889
12223016903.jpg,8.04180180507828
122230169039.jpg,10.082297515706927
1252305847.jpg,18.508214114739275
125792926.jpg,16.201353112310557
1258043245.jpg,25.490907590300225
1262002118.jpg,31.59130974522904
12624585124.jpg,9.19035661573136
126245851242.jpg,21.62673692837606
1275089910.jpg,5.497730494006845
13086788855.jpg,3.9341821091466898
130867888559.jpg,4.96283789933338
131182190.jpg,20.1032830418861
1341717001.jpg,22.592863888678124
13695832255.jpg,13.952905592390238
136958322558.jpg,26.44240996315054
138058796.jpg,30.80622712481258
139463188.jpg,14.46379894906292
1418015310.jpg,14.498460310739773
1435966034.jpg,1.3777043627974024
151837041.jpg,34.405999311819954
152346984.jpg,16.57845601367964
162955701.jpg,39.74736960934919
168084078.jpg,17.208452212485412
178277780.jpg,12.247285900712512
1826599525.jpg,24.8748797984193
182844194.jpg,28.12642058160654
1831009252.jpg,14.053589951465682
183643381.jpg,29.299870850987162
198310045.jpg,5.121227897568332
2002413875.jpg,84.9683231144081
2021364988.jpg,42.540175167989645
203214800.jpg,11.465737730930613
2039947491.jpg,19.592411504677415
206191847.jpg,46.060374412471646
2068571183.jpg,48.755090143497654
2076195894.jpg,3.337770159387304
2097697193.jpg,22.96327661060215
2109607363.jpg,31.62675452838411
2132732266.jpg,8.639004177036753
2139436069.jpg,31.041548061132374
21433968.jpg,37.83950369256499
214408767.jpg,40.96774049781047
2155055418.jpg,15.814670985805805
2157271939.jpg,11.397894894935888
21572719391.jpg,9.071145448633132
2167806539.jpg,54.91239088005554
2171087848.jpg,39.77101722689471
2175099934.jpg,55.03647722183379
2183854336.jpg,32.96874603672799
2187246344.jpg,7.4327108451190895
2204322035.jpg,35.75302797382446
220465405.jpg,5.872498831255228
221390314.jpg,8.794575334574887
2215981576.jpg,23.763933295246915
2225272851.jpg,21.77379045213283
2233561615.jpg,19.594021636144106
2237789639.jpg,20.65333263730085
2266309182.jpg,1.091678679024625
2290248747.jpg,12.3942186706349
22902487471.jpg,22.93241909876005
2292499768.jpg,76.24140337231412
2301823658.jpg,44.35853942378728
2313142.jpg,2.0572920298835413
2314390786.jpg,44.742403341745074
2317822884.jpg,42.30530047370425
2319348171.jpg,19.95809693731448
2328238008.jpg,23.414955084421393
2335135539.jpg,21.313557033310957
2339635792.jpg,37.148538852478254
2348164780.jpg,34.706175400181195
2359934671.jpg,28.758850227602665
2365373188.jpg,22.838511630858733
236884634.jpg,10.94843352400548
2370190956.jpg,10.065571115535334
2386024532.jpg,10.67479137371194
239584146.jpg,29.12245592127303
2398229519.jpg,40.07381921766532
2416228562.jpg,9.50134633350305
2430320169.jpg,40.472052321211066
2435861732.jpg,56.095089086420074
244019882.jpg,31.972916534645236
2443117568.jpg,17.121046200266477
2443690183.jpg,23.991692617024654
2473871973.jpg,43.105553933149935
247810883.jpg,8.620494726658848
2484057.jpg,20.01369956510561
2491799679.jpg,41.044405930837655
251258757.jpg,14.219079411347565
2527003217.jpg,29.121293946060945
2532859410.jpg,37.49531317964997
253934158.jpg,11.819202859078217
2558753438.jpg,19.586188491337424
2562987909.jpg,13.257865627486439
25629879099.jpg,14.398696022862254
2566715989.jpg,1.936356326315689
2580674935.jpg,18.20029113253335
2580745688.jpg,26.237668244444734
2592672232.jpg,3.7706007788386557
2618038580.jpg,44.526486561419205
2623591548.jpg,42.79867203284479
2624921057.jpg,12.495857132338728
2630371319.jpg,55.1292859923951
2632405085.jpg,36.61673786139758
2635649930.jpg,81.32068284928707
2641828459.jpg,67.68852884670557
2643108787.jpg,47.29954442942332
2653077335.jpg,50.32038914257416
2654493184.jpg,32.97886754079636
2656589917.jpg,3.3080312356423462
2676924152.jpg,12.051635502503103
2685293255.jpg,22.35869671439795
2688438615.jpg,23.99355476139769
2695657639.jpg,39.044975552201294
2704275667.jpg,13.809894503902882
2706563999.jpg,20.978245783875963
2706591032.jpg,13.408663214915777
2723280782.jpg,29.4108906876007
2734034460.jpg,12.268550379558832
276250787.jpg,30.622919214080042
2800092805.jpg,12.818408832733752
280525326.jpg,25.44000727786758
2819329818.jpg,78.74809429465805
2828771915.jpg,10.832960974443694
2849189494.jpg,25.598730264209593
2857576512.jpg,7.878219135269177
288061591.jpg,51.218547853857984
2886339055.jpg,35.915161959291
2914200984.jpg,3.7327824772996507
2921281086.jpg,20.63115217635945
2933703966.jpg,11.982996885745564
293398714.jpg,46.02673810287976
2943289210.jpg,28.3067048547816
2948574534.jpg,0.41100935884705336
2950983139.jpg,27.23616693662572
2959571855.jpg,18.257374188905914
2972799170.jpg,20.904880270795246
2976884864.jpg,20.925016860057298
2977042398.jpg,21.696432193323375
2978883488.jpg,19.30301306965461
2995568381.jpg,18.01287748154911
3010896007.jpg,38.477472020028216
3019324625.jpg,49.93572163228848
3026235707.jpg,34.168926982741795
3027050157.jpg,33.12422896093844
303514197.jpg,19.453081662103813
3054217306.jpg,4.770139992549474
31145385.jpg,36.728209878781485
3150334576.jpg,9.728917074683267
31503345765.jpg,19.663839057929152
323268149.jpg,54.9684325070111
324712422.jpg,14.577973768727219
352183906.jpg,48.31330414143949
35450094.jpg,14.314012229271924
356525836.jpg,4.41956661542676
35749063.jpg,12.319269762350899
357680627.jpg,30.45295299730978
3621861224.jpg,3.755936395071757
36218612242.jpg,4.094989009563363
372829399.jpg,28.526600310557654
378746968.jpg,14.77478470515834
389395842.jpg,50.62154528137191
39140730.jpg,0.6651468699919576
391573160.jpg,34.29848164832694
3916048282.jpg,7.703543388712745
39160482821.jpg,26.5194028365639
397322876.jpg,29.95918674856634
40294335.jpg,8.052152516660243
4107809185.jpg,28.71564990779754
41078091851.jpg,40.290566052071625
416818061.jpg,38.63140870278514
417640797.jpg,48.8268874218372
417869210.jpg,29.59090957057512
420054062.jpg,30.580313114184918
4229639952.jpg,21.69530761635869
42296399526.jpg,20.869748557119777
44002860.jpg,12.078825988825514
440519430.jpg,25.005956425591393
444940162.jpg,30.801929876681555
449851039.jpg,45.671039356098134
467724732.jpg,27.95809689066479
4682371281.jpg,14.555892355536656
46823712813.jpg,7.5998578544808595
4685737482.jpg,6.039691862494209
46857374826.jpg,21.09718194216086
476653722.jpg,10.57039752132195
4938349847.jpg,43.379240455726716
49383498475.jpg,0.4762849466718251
4971858820.jpg,3.864549334724387
49718588203.jpg,10.35442858955011
49840498398.jpg,3.280451346378271
505961534.jpg,27.558539237535655
50652800731.jpg,6.858136241489291
512935629.jpg,51.967277796923184
516771790.jpg,60.60789530915983
5176760629.jpg,2.557113291841546
51767606291.jpg,27.671568492930277
5209838.jpg,49.96969704586772
525327952.jpg,62.87689425514756
526513693.jpg,41.75929380129625
539615478.jpg,46.95857080849677
5398199748.jpg,26.411058945243184
53981997489.jpg,57.23412039003628
5489343036.jpg,26.952720663198505
54893430365.jpg,24.86129772192416
555190426.jpg,31.90767116323204
55811639.jpg,35.08575929707567
5669626699.jpg,9.648117115195163
56696266993.jpg,50.5333643273751
5675336678.jpg,16.79961614741805
56753366787.jpg,17.510683032389323
5756615394.jpg,30.10719480176246
604326350.jpg,18.88818821782533
61630921.jpg,41.34932441824398
62480371.jpg,68.22046818324847
6346100753.jpg,26.49975803324466
63461007532.jpg,11.363990906951557
65979042.jpg,4.532110623216425
663678739.jpg,58.511429077684824
6643999087.jpg,24.420659412165918
66439990871.jpg,21.565337786534855
6777542836.jpg,4.175596526889052
67775428369.jpg,8.8584437731391
6911539136.jpg,16.682905720683124
69115391363.jpg,41.54220053352432
6925543737.jpg,0.10457193093199635
69255437374.jpg,18.03405268359265
69541747.jpg,26.027077819544246
6977754023.jpg,3.68124382748735
69777540231.jpg,12.424127495900137
71019367.jpg,6.412541382188891
7177947646.jpg,13.525317061897994
71779476461.jpg,12.318490192801818
7214642460.jpg,3.405520521924444
72146424601.jpg,7.599755295778067
735182403.jpg,37.9122800509725
7370274132.jpg,9.845941114789952
73702741326.jpg,27.419636053248354
746403703.jpg,37.24323038662223
761753276.jpg,16.45893845490852
77871642.jpg,2.1846616752303305
8179235502.jpg,26.979398425934818
81792355027.jpg,36.07971836064243
8197401957.jpg,3.926022051983267
81974019574.jpg,4.337207660991197
8241419350.jpg,3.98064243546591
82414193505.jpg,24.8232405350428
8272930518.jpg,10.594420171191103
82729305186.jpg,18.441516413174867
8459641425.jpg,14.296826030270694
84596414259.jpg,16.525652841579898
8532133819.jpg,24.258175890567685
85321338195.jpg,18.56219428900542
8689490321.jpg,10.989135843104094
86894903219.jpg,28.27086265081968
8741755117.jpg,21.766492261419756
87417551179.jpg,29.3667721988721
9030898593.jpg,13.432612168451413
90308985937.jpg,12.919231522275794
927454491.jpg,13.702210292662443
9345990879.jpg,6.150014389592769
93459908799.jpg,23.193018606070808
9348847345.jpg,10.708073848313433
93488473459.jpg,13.384504124660992
9994596295.jpg,8.570975609844794
99945962959.jpg,25.9031290341712
