image_name,Overall_Contrast_Score
10004473376.jpg,2.802315122772346
10007357496.jpg,0.5201386057471242
10007903636.jpg,1.4696606416379479
10009096245.jpg,1.4342553683639978
100117038.jpg,0.5218528497215896
10012398043.jpg,0.444049712473363
10013822223.jpg,0.21550715747735677
10014002683.jpg,0.31745193608809485
10017119924.jpg,0.8821149838716689
10020766793.jpg,1.985854970874719
10020891105.jpg,1.8925686763260359
10022757465.jpg,1.2344808839368366
10022844623.jpg,1.3870023695945433
10027545463.jpg,1.701183350998209
10027582235.jpg,0.5644712911799086
10029841663.jpg,2.1045659363267633
10031298826.jpg,0.3710462230156796
10031913154.jpg,1.075163066654476
10039534103.jpg,0.1759343410094172
10041870415.jpg,1.7829682456403646
10043785683.jpg,2.0157843761840026
10047832035.jpg,0.9492859993586247
10048365153.jpg,2.4955155566002785
10050349236.jpg,1.070684605959122
10058760545.jpg,0.7921348729814719
10059344614.jpg,1.2489634797339118
10061596254.jpg,0.5436410502598308
10067457634.jpg,2.5208510179319124
10068507976.jpg,3.2956306883585342
10068778516.jpg,0.9414503692543895
10069534975.jpg,1.7029809716910498
10071864114.jpg,0.3019067861233239
10075168775.jpg,1.017011297814314
10077468576.jpg,2.4496112359367475
10077880165.jpg,0.30192556143178434
10079711433.jpg,1.2204308078936272
10082923485.jpg,3.409377404856313
10086300493.jpg,1.739882233851798
100882570.jpg,1.0415031941656763
10089027076.jpg,0.7229973731865212
10089177336.jpg,0.6738200751165377
10091520555.jpg,0.699025194336428
10093057603.jpg,1.255004746676735
10094235786.jpg,2.0844732823561496
10110458216.jpg,0.0021452036693241413
10111411235.jpg,0.6383476255602891
10113730664.jpg,1.0909325163565944
10115071674.jpg,1.6253056716145908
10118773964.jpg,0.5370726875356839
10121813934.jpg,2.2655650284330737
10125013364.jpg,4.181078511180081
10126177964.jpg,0.6397259485645462
10126857344.jpg,1.3293562103978027
10130566006.jpg,2.255866935796198
10131980434.jpg,0.15376474507372526
10133867305.jpg,2.4495797280191187
10134737015.jpg,0.7970738784668517
10140071304.jpg,0.9709076749062667
1014369849.jpg,0.2801458454202208
10147970884.jpg,2.6623807053949378
101484668.jpg,0.6108118145124405
10153847086.jpg,1.1187914226202997
10154367094.jpg,0.5097468543024082
10154991453.jpg,1.910624786876803
10155925686.jpg,0.734906093583402
101601008.jpg,0.004053070796065025
10164654253.jpg,1.0082420378659294
10164842933.jpg,2.6774407342347994
10169304416.jpg,2.297111660840945
10173544123.jpg,0.5560604184930208
1017647143.jpg,1.2984303814152793
10177270623.jpg,1.5392030822202525
10177793964.jpg,3.494438188776175
10178112894.jpg,1.1260339963045412
10178183416.jpg,2.108550636764024
10178914656.jpg,0.8067514740466998
10183769356.jpg,1.2430564668822959
10186643874.jpg,0.33586113986534605
10186680555.jpg,2.819725862407874
10186832194.jpg,2.010547744419046
10187102065.jpg,1.0591894026904827
10187522803.jpg,0.4275840860094132
10191607755.jpg,3.8626249558437813
10196228605.jpg,0.0027038506571443396
10203647273.jpg,0.7601727497563397
10205220286.jpg,0.5965728525162768
10206674394.jpg,0.7691048206062323
10207172624.jpg,1.9115245115948187
10209014225.jpg,0.0025476754910560657
10209917915.jpg,0.6939816854962028
10211880874.jpg,1.4096177294557275
10213881683.jpg,1.4297873847628664
10218118033.jpg,2.8551388444183345
10221144393.jpg,1.6607561476332589
10224586444.jpg,1.2913266847487221
10226277514.jpg,0.47350362237162114
10226524916.jpg,0.541386802003525
10227210045.jpg,2.8183343261183715
10241630856.jpg,3.331178648018486
10241895785.jpg,1.4928454007443175
10244314384.jpg,0.6033145507286536
10244715656.jpg,1.677610247220429
10246311914.jpg,0.4403341702556926
10246318724.jpg,0.4888410194953833
10258169584.jpg,1.7178561445286653
10260190424.jpg,4.0532386654874415
1026198859.jpg,3.7737777688258225
10262588616.jpg,2.1015939649197284
10264804094.jpg,0.7832106402752596
10264984793.jpg,0.006138973254936022
10265315316.jpg,0.9291573724792622
10265809113.jpg,2.2803885241540676
10273804555.jpg,2.762560453122344
10278246465.jpg,1.8626576498907776
1027833701.jpg,1.3916871540455036
10279904885.jpg,0.8672857728493383
10280683815.jpg,0.31343570698638606
10280835505.jpg,0.40025906033740993
102825508.jpg,1.2589989762461729
10283619534.jpg,2.0801918078670933
10287677265.jpg,1.7910703986776433
10289468185.jpg,2.239594738972458
10290759976.jpg,1.120107209245805
1029470257.jpg,5.281075703688838
10295875445.jpg,0.9492785174645189
10296038236.jpg,2.235242633704542
10299438733.jpg,1.2080805148184646
102995966.jpg,3.315382720201656
10316734944.jpg,0.7750008173711862
10319186405.jpg,1.4919097250293654
10319713194.jpg,1.0380103333661819
10325321.jpg,1.899327679108059
10327985614.jpg,1.3435722033428643
10329149264.jpg,1.7665920248404827
10329235193.jpg,2.1340372743285654
10330831494.jpg,0.9697687262430923
10335072144.jpg,1.739230423361011
10336689775.jpg,0.9735142247083431
103400056.jpg,3.308285029318977
10342569703.jpg,1.533393670647729
10344523015.jpg,0.3081559591318282
10344921126.jpg,0.1545556170828394
1034624333.jpg,0.7144266759220305
10346758803.jpg,3.3685665224616077
10346796664.jpg,1.447770988854228
10349956885.jpg,1.5839608221406236
10350497833.jpg,1.516142691811253
10351189716.jpg,2.0699038186134
10353620913.jpg,1.739389129843942
10358252894.jpg,0.4621179933323819
10362672006.jpg,2.8443668227148393
10366373284.jpg,1.3936679004164205
1036840624.jpg,0.5321074710720237
10371125786.jpg,2.7949531718512226
10371211803.jpg,1.2385713530644584
10372323314.jpg,1.889141946071682
10373546175.jpg,1.463223789130461
10375167904.jpg,0.8654574230050011
10382843045.jpg,1.6989214020355508
10387390396.jpg,0.3723396578450674
10387844376.jpg,1.4278002484137386
10388184626.jpg,0.46496597605239587
10395523125.jpg,0.6155291397358688
10397166423.jpg,2.3454568423285034
10397631976.jpg,0.5724325481368857
10399580503.jpg,1.8570364231173546
10403509543.jpg,0.6933251130144281
10407720764.jpg,0.42467286689948663
10408374535.jpg,0.5602440643369947
10408474376.jpg,2.2509177182062143
10409059825.jpg,2.786106754415218
10410038143.jpg,1.2223274440935974
10412894895.jpg,1.5827391774348685
10414716033.jpg,3.0778389448897383
10415628976.jpg,0.3719241937307175
10415631353.jpg,0.4638234791154906
104219737.jpg,2.5462409264292707
10422425365.jpg,1.0870505445064893
10422776735.jpg,1.6519247231614016
10423472445.jpg,1.3997698725804277
10429780626.jpg,2.9035227432811026
10430002553.jpg,2.2476226286226173
10430335945.jpg,0.5043617830319049
10440370734.jpg,2.226444447196671
10442628686.jpg,0.17394990281789982
10446770756.jpg,0.8613339654070499
10446810546.jpg,2.117724496253965
