Image Name, BRISQUE Score, NIQE Score, VGG16 Score, GROUND TRUTH (MOS Z-Score) 
10004473376.jpg, 9.7100370182404, 7.462373108378043, 26.7907772064209, 77.3836206896552
10007357496.jpg, 20.4422438857234, 9.482521614063089, 42.301048278808594, 68.7285714285714
10007903636.jpg, -4.495060810479941, 10.883962713121244, 33.986053466796875, 78.6285714285714
10009096245.jpg, 27.264524468684243, 14.040199692907796, 44.44182586669922, 77.24375
100117038.jpg, 2.331687639388946, 8.134970576372092, 58.0993766784668, 75.1125
10012398043.jpg, 15.177334489133358, 14.44932899755822, 29.014957427978516, 65.1495327102804
10013822223.jpg, 54.144796924828796, 13.08352586384177, 41.560707092285156, 68.30625
10014002683.jpg, 41.098917800532234, 15.28701603423293, 24.024078369140625, 64.7627118644068
10017119924.jpg, 10.85365076914772, 8.944340807188885, 60.4058952331543, 66.224358974359
10020766793.jpg, 14.91652947880172, 8.277228461156806, 40.968605041503906, 81.50625
10020891105.jpg, 3.4549900584728164, 14.562854775996017, 39.7013053894043, 56.8297413793103
10022757465.jpg, 42.38589292849085, 11.015934761009607, 56.15996551513672, 71.0154867256637
10022844623.jpg, 8.080243711188444, 8.82722831153689, 44.35087585449219, 60.925
10027545463.jpg, 25.858098474238517, 11.40646357390473, 57.311954498291016, 72.8279816513761
10027582235.jpg, 10.000785307154246, 14.800824784844048, 37.08225631713867, 77.1377118644068
10029841663.jpg, 20.988029988815555, 11.388362709479441, 36.925758361816406, 70.125
10031298826.jpg, 7.507627778279215, 7.952066022810641, 45.88823318481445, 50.5681818181818
10031913154.jpg, 17.12031149522349, 12.591081964194316, 17.24517250061035, 70.5
10039534103.jpg, 53.38722404724169, 11.394396689318585, 35.69545364379883, 76.075
10041870415.jpg, 6.838806427771345, 13.274413539070947, 41.559852600097656, 66.4210526315789
10043785683.jpg, 9.130494284432729, 14.383514695650224, 33.84421157836914, 71.2043269230769
10047832035.jpg, 18.850567886478956, 8.617746863322969, 57.783660888671875, 71.8
10048365153.jpg, 21.50794346370273, 9.405762242413378, 49.96269226074219, 58.0929203539823
10050349236.jpg, 36.61540594925586, 10.661521942481905, 33.51704788208008, 30.9418103448276
10058760545.jpg, 23.21964985232941, 25.914099537048543, -1.389518141746521, 15.2293577981651
10059344614.jpg, 18.198434315966523, 9.688150335783835, 34.43206024169922, 68.6651376146789
10061596254.jpg, 19.915266743063825, 15.879671357952352, 47.75101852416992, 59.6418918918919
10067457634.jpg, 17.20171180181805, 9.025905732011795, 72.6788101196289, 78.4390756302521
10068507976.jpg, 5.688039505254068, 15.660991765303049, 14.549760818481445, 57.6548672566372
10068778516.jpg, 28.482597326641525, 9.450642917655482, 36.73268127441406, 71.8782608695652
10069534975.jpg, 5.760965358689731, 7.65319860072179, 43.932098388671875, 73.7222222222222
10071864114.jpg, 27.85838760937483, 16.963797784399386, 51.56615447998047, 71.9090909090909
10075168775.jpg, 48.82394140507367, 8.251485850288043, 49.78071212768555, 74.7785714285714
10077468576.jpg, 9.203769307126066, 10.440183959765996, 78.35356903076172, 73.8152173913043
10077880165.jpg, 37.61084257123079, 40.60569932623992, 45.105716705322266, 31.2256637168142
10079711433.jpg, 29.57659176471131, 10.292752294446382, 81.64289855957031, 59.0625
10082923485.jpg, 18.579882767907606, 11.954492868317978, 12.069711685180664, 53.2260869565217
10086300493.jpg, 3.488033463019036, 8.548183093577574, 26.85556983947754, 68.3026315789474
100882570.jpg, 13.40987947541484, 7.196268570515908, 44.04525375366211, 65.4747899159664
10089027076.jpg, 31.991521170063464, 27.291915377188698, 6.132772445678711, 23.0785714285714
10089177336.jpg, 4.418996082531265, 6.961429122060101, 27.97709846496582, 72.945945945946
10091520555.jpg, 27.169225313883516, 16.729793922920535, 6.8110151290893555, 33.6443965517241
10093057603.jpg, 36.82767760986221, 11.449771526166133, 58.4936408996582, 63.4955752212389
10094235786.jpg, 22.04832691078647, 9.728939373144506, 67.67073822021484, 62.1559633027523
10110458216.jpg, 18.780227619538636, 9.06219724994993, 25.57792091369629, 64.7293577981651
10111411235.jpg, 33.631258541057235, 16.548784927587185, -2.5822911262512207, 18.4705882352941
10113730664.jpg, 20.675624692157925, 13.97792987199789, 44.19464111328125, 68.8125
10115071674.jpg, 15.76521094707411, 9.432071322288467, 37.072265625, 72.775
10118773964.jpg, 20.944859300815523, 9.830389258196027, 24.305822372436523, 53.0733944954128
10121813934.jpg, 12.431914556297528, 11.155976395334031, 57.80220031738281, 65.3980582524272
10125013364.jpg, 20.67232399500992, 10.013408299114616, 1.025302529335022, 31.2711538461538
10126177964.jpg, 75.45649847502446, 13.981636624864501, 50.212554931640625, 70.9078947368421
10126857344.jpg, 3.1125094052343627, 10.467591597341123, 36.37268829345703, 68.7331932773109
10130566006.jpg, 31.397773545250146, 6.740042999143169, 24.28553009033203, 71.95
10131980434.jpg, 56.6508660785714, 12.801200908897552, 23.695837020874023, 61.0279850746269
10133867305.jpg, 16.699379722646853, 11.230374775060334, 53.360374450683594, 58.1607142857143
10134737015.jpg, 44.33674459207643, 13.023399599229739, 30.82395362854004, 54.5903361344538
10140071304.jpg, 55.86920667487354, 14.13672745310984, 29.46489715576172, 62.5576923076923
1014369849.jpg, 58.75165373828108, 13.661337951352177, 42.3615608215332, N/A
10147970884.jpg, 24.298577976931455, 12.436466506596911, 39.27370834350586, 76.8561946902655
101484668.jpg, 30.891157321978966, 13.104781781084919, -1.3409498929977417, N/A
10153847086.jpg, 27.99123565333295, 7.033932470334768, 31.647920608520508, 59.23125
10154367094.jpg, 34.59448847912401, 14.043880052150326, 57.811710357666016, 74.1120689655172
10154991453.jpg, 11.194804094440741, 5.4365177849945185, 47.3574104309082, 74.1854838709677
10155925686.jpg, -1.6141455976370764, 9.803850576022997, 39.34749984741211, 52.8798076923077
101601008.jpg, 18.128717597256895, 7.719880959516519, 60.65555953979492, 61.0875
10164654253.jpg, 18.926891778525913, 19.50688172264931, 59.696842193603516, 52.9220183486239
10164842933.jpg, 12.65025053538372, 13.391383348571912, 52.52522277832031, 76.69375
10169304416.jpg, 4.599058179661455, 7.012905850039401, 68.84442901611328, 80.8716814159292
10173544123.jpg, 19.892623034478532, 12.381767513431127, 25.967605590820312, 65.1055555555556
1017647143.jpg, 18.198967237652568, 7.326221469204647, 48.23213195800781, N/A
10177270623.jpg, 23.253479485509246, 14.709997468298507, 47.3552131652832, 59.4800884955752
10177793964.jpg, 6.010011912555882, 11.235509357520442, 41.55912399291992, 68.5218446601942
10178112894.jpg, 9.278347107619737, 8.248690191374111, 39.38654327392578, 40.2586206896552
10178183416.jpg, -4.493375227047437, 12.642789967059864, 31.963022232055664, 75.6842105263158
10178914656.jpg, 20.618861336275785, 7.679144257969541, 39.60896301269531, 69.7991071428571
10183769356.jpg, 38.37718058156017, 9.840086670973886, 36.51372146606445, 70.0472972972973
10186643874.jpg, 17.47062862723928, 13.073430446659938, 20.63364601135254, 51.5731707317073
10186680555.jpg, 27.03470120973688, 19.84564585768684, 102.91976165771484, 55.3362068965517
10186832194.jpg, 40.85884271548704, 12.773446227467, 77.4754409790039, 57.5818584070796
10187102065.jpg, 16.431449587225046, 14.120779544425528, 18.95439910888672, 38.7142857142857
10187522803.jpg, 29.416085427667753, 9.813007850018447, 56.8123893737793, 68.4601769911504
10191607755.jpg, 34.413949703191605, 8.872240411549374, 60.879486083984375, 79.4115044247788
10196228605.jpg, 8.570677367707816, 6.63297089060083, 31.877866744995117, 63.8040540540541
10203647273.jpg, 9.068612086101865, 9.55639356506427, 24.823043823242188, 73.5021186440678
10205220286.jpg, 37.814284615782725, 15.54432294163575, 34.16123962402344, 29.2638888888889
10206674394.jpg, -10.930839270730672, 12.629880069328127, 60.232662200927734, 79.1100917431193
10207172624.jpg, 3.5973812306095567, 8.955841896897745, 44.5909423828125, 62.5344036697248
10209014225.jpg, 30.087044021848527, 8.053070956713574, 30.549388885498047, 64.8411214953271
10209917915.jpg, 42.7547329071177, 15.099065486771353, 9.731720924377441, 46.9097222222222
10211880874.jpg, 38.67577843655849, 11.966868288802925, 36.09262466430664, 35.0487288135593
10213881683.jpg, 35.53544912784602, 12.7963245878039, 6.645439624786377, 37.1232142857143
10218118033.jpg, 15.446320234388708, 12.78401800090957, 48.54179000854492, 75.6659663865546
10221144393.jpg, 41.419098711516966, 13.549426669018459, 3.3969147205352783, 18.275641025641
10224586444.jpg, 30.041040243916854, 9.313994201942906, 40.19441604614258, 37.975
10226277514.jpg, 22.09725836389029, 12.742010945410588, 8.508217811584473, 43.2162162162162
10226524916.jpg, 37.02855163697515, 17.778666400039267, 11.317930221557617, 20.6216216216216
10227210045.jpg, 18.529456895632478, 11.895328053874865, 44.14301681518555, 70.4245283018868
10241630856.jpg, 22.843660873700486, 9.698109571356566, 15.307023048400879, 63.6573275862069
10241895785.jpg, 10.767945689735228, 10.750855048763805, 60.27014923095703, 67.0736607142857
10244314384.jpg, 30.252258646448666, 10.913817666738055, 19.412879943847656, 47.5481651376147
10244715656.jpg, -7.59324002179315, 12.894679578339273, 59.826866149902344, 53.3223684210526
10246311914.jpg, -1.3703551184753735, 10.975690000680943, 31.829063415527344, 75.4579831932773
10246318724.jpg, 3.459545286415022, 12.444929898649372, 30.985803604125977, 74.3581081081081
10258169584.jpg, 12.267552028017548, 15.393307385518554, 33.21737289428711, 57.2302631578947
10260190424.jpg, 10.179383860979868, 11.89435904315543, 21.666385650634766, 68.8652173913043
1026198859.jpg, -18.339175242262883, 8.484627250831965, 80.8663558959961, 70.2715517241379
10262588616.jpg, 32.78024317991705, 10.478516574728571, 33.47639465332031, 61.4485981308411
10264804094.jpg, 27.88504525955679, 16.039866817138645, 31.11017608642578, 76.6495535714286
10264984793.jpg, 49.91043760293812, 7.7283729694505885, 18.017271041870117, 66.1
10265315316.jpg, 14.611380519042285, 15.772583369623135, 32.64860153198242, 62.9513888888889
10265809113.jpg, 18.653601927131234, 13.565873141342854, 19.826454162597656, 73.7767857142857
10273804555.jpg, 10.276117279266572, 9.907121587232819, 25.358253479003906, 68.3026315789474
10278246465.jpg, 14.083182018170277, 15.325024928440145, 68.66594696044922, 70.8416030534351
1027833701.jpg, -4.362262415980496, 8.76464133639641, 20.568740844726562, N/A
10279904885.jpg, 47.27870594322482, 14.297864427205088, 0.11943177878856659, 44.0400943396226
10280683815.jpg, 44.49110842387424, 13.316887621620667, 68.74234008789062, 77.425
10280835505.jpg, 36.11202498512202, 15.762808624438916, 19.88447380065918, 31.2256637168142
102825508.jpg, 14.784469070494055, 15.755639930833887, 24.393190383911133, N/A
10283619534.jpg, 11.384112073393425, 10.49867046773362, 13.742419242858887, 77.9740566037736
10287677265.jpg, 22.8457811538386, 15.769756614464754, 39.676483154296875, 64.1272321428571
10289468185.jpg, 21.96814089548795, 10.15831344746545, 122.33113098144531, 73.525
10290759976.jpg, 10.095710359275785, 12.168068545533249, 17.760215759277344, 77.9256756756757
1029470257.jpg, 19.405701449061752, 7.892959056777759, 24.222393035888672, 43.0961538461538
10295875445.jpg, 15.923485274686954, 17.390299008876312, 27.797077178955078, 62.563025210084
10296038236.jpg, 31.4452872393027, 8.696041841856639, 15.429234504699707, 40.6438053097345
10299438733.jpg, -10.749991755940783, 12.72390625518433, 20.785181045532227, 55.2683486238532
102995966.jpg, 62.306753394245305, 14.10053188326727, 31.80377197265625, 16.4600840336134
10316734944.jpg, 21.833157288303795, 11.876451170043676, 40.964202880859375, 67.3055555555556
10319186405.jpg, 32.536841977827834, 12.558921958788854, 43.667381286621094, 55.5540540540541
10319713194.jpg, 47.438321141797445, 10.862331705439924, -8.723932266235352, 7.99152542372881
10325321.jpg, -0.900647246841487, 9.400504146925146, 85.11325073242188, 76.8717948717949
10327985614.jpg, 4.611936622148477, 9.06591403316166, 43.57094955444336, 75.1026785714286
10329149264.jpg, 16.490235505027584, 10.797672491577604, 75.45792388916016, 71.9797297297297
10329235193.jpg, 50.53487723360533, 5.152888543566763, 26.38016700744629, 84.1292372881356
10330831494.jpg, 24.867778726745627, 12.521812718207117, 57.89834976196289, 48.5321100917431
10335072144.jpg, 28.24807496933974, 12.75449124686412, 27.43156623840332, 62.1610576923077
10336689775.jpg, 39.84896848681328, 7.9673178711081745, 2.320542335510254, 65.1811023622047
103400056.jpg, 22.949330417107575, 5.740416260856404, 71.69192504882812, 77.8625
10342569703.jpg, 8.473192114040984, 11.649991091669463, 35.154083251953125, 38.6081081081081
10344523015.jpg, 35.802165992971794, 12.300303563261464, 24.386274337768555, 52.5263157894737
10344921126.jpg, 86.88889082226282, 14.189321780813655, -0.17419862747192383, 4.46638655462185
1034624333.jpg, 14.220121676234925, 11.290691682005585, 20.514076232910156, N/A
10346758803.jpg, 37.09777240334594, 8.80124875680421, 44.99527359008789, 63.5336134453782
10346796664.jpg, 6.241478407945095, 10.979616984574331, 59.547447204589844, 70.6504424778761
10349956885.jpg, -9.656521230939603, 8.112038899250821, 54.1230354309082, 69.75
10350497833.jpg, 19.871267024845196, 10.448615493866816, 37.734703063964844, 58.260593220339
10351189716.jpg, 19.24316867007846, 9.748238148357066, 37.524356842041016, 61.01875
10353620913.jpg, 22.999461140706302, 13.782441399819016, 32.80447006225586, 56.7071428571429
10358252894.jpg, 19.273377378669664, 14.693243276511732, 25.868501663208008, 64.4615384615385
10362672006.jpg, 22.5142304464176, 14.398863272932894, 40.8027229309082, 75.8189655172414
10366373284.jpg, -6.953282434502654, 18.174177627929147, 81.16864013671875, 75.4545454545455
1036840624.jpg, 48.75989680376583, 13.010805813425062, 14.981468200683594, 28.3382352941176
10371125786.jpg, 11.96688030709467, 17.152801640830692, 15.629705429077148, 38.245145631068
10371211803.jpg, 16.079138997319745, 9.228760639822285, 34.31202697753906, 66.38125
10372323314.jpg, 19.1724700976184, 7.779760831323915, 36.03419876098633, 65.3361344537815
10373546175.jpg, 35.0295911162834, 17.258731641776524, 79.96658325195312, 61.9538834951456
10375167904.jpg, 18.294276236325885, 11.57020652383188, 53.697792053222656, 62.4080188679245
10382843045.jpg, 40.33257712390295, 16.410435090345988, 40.517974853515625, 48.6347826086957
10387390396.jpg, 36.26654667170257, 14.507571193529358, 48.363956451416016, 74.3417431192661
10387844376.jpg, 1.7871844352309552, 10.42683305871472, 33.6575927734375, 65.6134453781513
10388184626.jpg, 12.356855984492853, 17.653092411793466, 63.012752532958984, 78.5802752293578
10395523125.jpg, 25.362007359672106, 16.051192961531424, 74.5550765991211, 60.5069444444444
10397166423.jpg, 12.25970492510939, 15.73554336807997, 0.17343257367610931, 73.9358407079646
10397631976.jpg, 4.19471952714693, 15.734512787662194, 91.43177032470703, 73.7247899159664
10399580503.jpg, 50.61982679185209, 9.899607573295913, 72.22563171386719, 76.6371681415929
10403509543.jpg, 36.44870152846633, 19.00672583748512, 48.479278564453125, 68.0117924528302
10407720764.jpg, 44.56640591575987, 12.774737697190098, 21.57881736755371, 38.6261682242991
10408374535.jpg, 30.64335984626254, 16.837781475760107, 45.20125961303711, 48.9217391304348
10408474376.jpg, 7.922416845426227, 10.04717570636871, 79.2021484375, 81.4894957983193
10409059825.jpg, 36.89173912285784, 15.922310626757323, 47.01107406616211, 73.1513157894737
10410038143.jpg, 8.425810532356621, 11.701736363240892, 101.21832275390625, 78.1659482758621
10412894895.jpg, 16.3925354873397, 14.995177841857085, 42.91609191894531, 57.4121621621622
10414716033.jpg, 14.820740341401319, 12.479655617734654, 55.73725128173828, 71.0878378378378
10415628976.jpg, 54.12422833225568, 12.219968905314843, 7.138818264007568, 20.0868644067797
10415631353.jpg, 58.023801002724866, 19.20473004865728, 20.280357360839844, 43.0819327731092
104219737.jpg, -5.176963716214374, 13.755395880943174, 18.264972686767578, 50.2954545454545
10422425365.jpg, 1.528424485087811, 9.79545305243885, 28.62742805480957, 72.5723684210526
10422776735.jpg, 21.258889784125216, 9.551825409417619, 25.422338485717773, 69.772
10423472445.jpg, 6.2231978704782875, 10.285112152555092, 61.896820068359375, 72.5705128205128
10429780626.jpg, 26.63397543371113, 9.993099794976953, 40.50079345703125, 72.0285714285714
10430002553.jpg, 20.048316083486924, 14.567715805202177, 63.40196990966797, 77.5206422018349
10430335945.jpg, 38.84827100827235, 14.096495578888602, 18.497159957885742, 39.9741379310345
10440370734.jpg, 37.32316957937368, 11.061840480758427, 14.192237854003906, 39.2436440677966
10442628686.jpg, 37.94334334173956, 17.59036181666127, 9.57740306854248, 41.5810810810811
10446770756.jpg, -10.258285070129574, 7.5406604483966015, 54.95695114135742, 73.0288461538462
10446810546.jpg, -0.2670373787255187, 14.672484974156117, 44.927913665771484, 74.734375
10451177016.jpg, -1.8072529389772, 11.230540352753994, 52.44841766357422, 70.9357798165138
10453950204.jpg, -4.3318705668787345, 11.199279940946395, 19.072572708129883, 58.975
10458591.jpg, 18.649009687073743, 17.71711576739621, 50.588279724121094, 51.4871794871795
10458703674.jpg, 12.749983864275777, 14.648149780551782, 22.652515411376953, 38.1615044247788
10459022813.jpg, 17.029929986825977, 9.372835704286095, 43.95572280883789, 79.9642857142857
10463545414.jpg, 43.90339326949501, 15.686419500046966, 30.1700439453125, 55.0444915254237
10463583515.jpg, 24.525765969672506, 10.108359572844751, 87.6357650756836, 76.6973684210526
10464940425.jpg, 18.76706352941298, 12.32746211054044, 41.29587936401367, 71.3851351351351
10465121613.jpg, 17.434550535795864, 25.03222844114994, 19.469396591186523, 61.5723684210526
10465293055.jpg, -3.8795397873527975, 5.830646819874883, 42.270835876464844, 76.5366972477064
10466350116.jpg, 15.175308342080001, 15.798699630103975, 37.47194290161133, 77.224358974359
10466453556.jpg, 32.53445892043541, 13.118243724967288, 19.063018798828125, 28.8004201680672
10468110795.jpg, 14.358385572661604, 19.896876353673015, 22.65760040283203, 61.4754464285714
10468540574.jpg, 31.831094555396334, 16.29050999851641, 45.46759033203125, 67.075
10469774844.jpg, 27.438982264731266, 19.462016859473643, 26.946474075317383, 59.6034482758621
10471406506.jpg, 32.50597265716439, 20.15272678088772, 19.215625762939453, 28.2884615384615
10474002734.jpg, 15.05254098611087, 7.750877098952014, 44.629127502441406, 80.7745535714286
10475435053.jpg, 1.3175161655330783, 7.563054084280071, 55.90952682495117, 57.8487394957983
10475658035.jpg, 20.74986452923801, 12.789842562006932, 42.30916213989258, 83.225
10481974434.jpg, 16.581638382479667, 12.815966347319558, 25.212215423583984, 42.4615384615385
10486107003.jpg, 19.48637936664963, 9.546997450852396, 39.959110260009766, 67.9930555555556
10490369963.jpg, 24.291742329430434, 14.445504440097688, 16.838584899902344, 39.0540540540541
10491358066.jpg, 21.835875098601463, 20.62966040066099, 33.10240173339844, 64.45
10491423125.jpg, 14.670668006964405, 18.320355751495672, 72.9191665649414, 72.5
10492897986.jpg, 4.393715751823237, 11.062569813773624, 29.79224967956543, 44.6283783783784
10505275743.jpg, -9.785859292107858, 7.442275209485046, 79.7333755493164, 75.25
10506082433.jpg, 21.845330388918995, 10.464894634416591, -5.046606540679932, 41.9444444444444
10512432565.jpg, 31.57507262029921, 16.40135359748735, 23.71156120300293, 68.1785714285714
10513907744.jpg, 44.139605406769505, 11.038214543928449, 30.492080688476562, 59.4311926605505
10516786036.jpg, 4.641484559100121, 12.254179238581697, 42.471961975097656, 73.94375
10517436165.jpg, 15.453776696985273, 15.700403606866827, 31.157087326049805, 42.4652173913043
10520192995.jpg, 51.11513629261137, 16.529764880494454, 24.207599639892578, 55.1630434782609
10525460645.jpg, 11.825116503850467, 12.997216135708676, 35.26750946044922, 71.9652777777778
10526881085.jpg, 26.233883410997322, 19.035358452703377, 23.223398208618164, 44.4598214285714
10530470795.jpg, 19.657960494096614, 12.795399427965057, 51.90925216674805, 38.7567567567568
10532663625.jpg, 16.697351960341592, 14.633045436362673, 32.29627990722656, 70.2565789473684
10534454676.jpg, 9.884791439353847, 8.410669229956625, 57.291839599609375, 71.0891304347826
10535849673.jpg, 21.736595092210536, 13.282262745231762, 20.06698989868164, 47.9556074766355
10536668436.jpg, 16.295007937351187, 16.24908566783114, 28.085649490356445, 36.5432330827068
10538085833.jpg, 21.826263618144793, 12.485210823141982, 8.550653457641602, 52.6710526315789
10539008983.jpg, 28.20427043177071, 14.432671419034861, 67.13211822509766, 71.0154867256637
10539142034.jpg, 12.810738048298248, 8.350020452357638, 60.27324295043945, 78.1809210526316
10539341593.jpg, 8.633773293040434, 10.260625788117295, 50.0433349609375, 75.025
10544775715.jpg, 21.449768335519565, 10.53447129973888, 40.602294921875, 48.0642857142857
10544833625.jpg, 1.7203039017080926, 11.658854394155028, 29.07139778137207, 50.5756880733945
10544945153.jpg, 13.65124009868859, 15.63972464323734, 27.100318908691406, 50.8235294117647
10554234623.jpg, 14.54106230782881, 15.528080332499181, 47.206260681152344, 51.609243697479
