Image Name, BRISQUE Score, IL-NIQE Score, NIQE Score, VGG16 Score, GROUND TRUTH (MOS Z-Score) 
10004473376.jpg, 9.7100370182404, 18.001846277173204, 7.462373108378043, 26.7907772064209, 77.3836206896552
10007357496.jpg, 20.4422438857234, 18.531669746885864, 9.482521614063089, 42.301048278808594, 68.7285714285714
10007903636.jpg, -4.495060810479941, 28.219172283750343, 10.883962713121244, 33.986053466796875, 78.6285714285714
10009096245.jpg, 27.264524468684243, 19.140870041593686, 14.040199692907796, 44.44182586669922, 77.24375
100117038.jpg, 2.331687639388946, 25.06862023878722, 8.134970576372092, 58.0993766784668, 75.1125
10012398043.jpg, 15.177334489133358, 25.445713630053422, 14.44932899755822, 29.014957427978516, 65.1495327102804
10013822223.jpg, 54.144796924828796, 43.117341852896715, 13.08352586384177, 41.560707092285156, 68.30625
10014002683.jpg, 41.098917800532234, 32.52419277214722, 15.28701603423293, 24.024078369140625, 64.7627118644068
10017119924.jpg, 10.85365076914772, 17.40027011438702, 8.944340807188885, 60.4058952331543, 66.224358974359
10020766793.jpg, 14.91652947880172, 16.50507750271431, 8.277228461156806, 40.968605041503906, 81.50625
10020891105.jpg, 3.4549900584728164, 21.076109975902114, 14.562854775996017, 39.7013053894043, 56.8297413793103
10022757465.jpg, 42.38589292849085, 21.37009769359641, 11.015934761009607, 56.15996551513672, 71.0154867256637
10022844623.jpg, 8.080243711188444, 20.982569288747506, 8.82722831153689, 44.35087585449219, 60.925
10027545463.jpg, 25.858098474238517, 39.621626791337675, 11.40646357390473, 57.311954498291016, 72.8279816513761
10027582235.jpg, 10.000785307154246, 21.471925644724863, 14.800824784844048, 37.08225631713867, 77.1377118644068
10029841663.jpg, 20.988029988815555, 17.864859798237003, 11.388362709479441, 36.925758361816406, 70.125
10031298826.jpg, 7.507627778279215, 22.286389806383852, 7.952066022810641, 45.88823318481445, 50.5681818181818
10031913154.jpg, 17.12031149522349, 21.32236728088158, 12.591081964194316, 17.24517250061035, 70.5
10039534103.jpg, 53.38722404724169, 63.74860781135579, 11.394396689318585, 35.69545364379883, 76.075
10041870415.jpg, 6.838806427771345, 15.26523673269951, 13.274413539070947, 41.559852600097656, 66.4210526315789
10043785683.jpg, 9.130494284432729, 19.381084595550018, 14.383514695650224, 33.84421157836914, 71.2043269230769
10047832035.jpg, 18.850567886478956, 19.244790805078587, 8.617746863322969, 57.783660888671875, 71.8
10048365153.jpg, 21.50794346370273, 22.504725842393245, 9.405762242413378, 49.96269226074219, 58.0929203539823
10050349236.jpg, 36.61540594925586, 46.54616822342968, 10.661521942481905, 33.51704788208008, 30.9418103448276
10058760545.jpg, 23.21964985232941, 53.27316964814956, 25.914099537048543, -1.389518141746521, 15.2293577981651
10059344614.jpg, 18.198434315966523, 18.427235321093317, 9.688150335783835, 34.43206024169922, 68.6651376146789
10061596254.jpg, 19.915266743063825, 44.205819169813964, 15.879671357952352, 47.75101852416992, 59.6418918918919
10067457634.jpg, 17.20171180181805, 20.472971988667812, 9.025905732011795, 72.6788101196289, 78.4390756302521
10068507976.jpg, 5.688039505254068, 20.625954027342654, 15.660991765303049, 14.549760818481445, 57.6548672566372
10068778516.jpg, 28.482597326641525, 24.115343947266044, 9.450642917655482, 36.73268127441406, 71.8782608695652
10069534975.jpg, 5.760965358689731, 28.896131802810107, 7.65319860072179, 43.932098388671875, 73.7222222222222
10071864114.jpg, 27.85838760937483, 23.56681376827937, 16.963797784399386, 51.56615447998047, 71.9090909090909
10075168775.jpg, 48.82394140507367, 54.747164993228196, 8.251485850288043, 49.78071212768555, 74.7785714285714
10077468576.jpg, 9.203769307126066, 28.939503601987532, 10.440183959765996, 78.35356903076172, 73.8152173913043
10077880165.jpg, 37.61084257123079, 34.070760589251186, 40.60569932623992, 45.105716705322266, 31.2256637168142
10079711433.jpg, 29.57659176471131, 32.731435537977994, 10.292752294446382, 81.64289855957031, 59.0625
10082923485.jpg, 18.579882767907606, 37.891551284069976, 11.954492868317978, 12.069711685180664, 53.2260869565217
10086300493.jpg, 3.488033463019036, 22.977610660198952, 8.548183093577574, 26.85556983947754, 68.3026315789474
100882570.jpg, 13.40987947541484, 19.26020187109735, 7.196268570515908, 44.04525375366211, 65.4747899159664
10089027076.jpg, 31.991521170063464, 91.6917122598718, 27.291915377188698, 6.132772445678711, 23.0785714285714
10089177336.jpg, 4.418996082531265, 28.934418746404642, 6.961429122060101, 27.97709846496582, 72.945945945946
10091520555.jpg, 27.169225313883516, 29.800439926936985, 16.729793922920535, 6.8110151290893555, 33.6443965517241
10093057603.jpg, 36.82767760986221, 26.7075410957004, 11.449771526166133, 58.4936408996582, 63.4955752212389
10094235786.jpg, 22.04832691078647, 23.12386560737296, 9.728939373144506, 67.67073822021484, 62.1559633027523
10110458216.jpg, 18.780227619538636, 28.715515776296378, 9.06219724994993, 25.57792091369629, 64.7293577981651
10111411235.jpg, 33.631258541057235, 31.830359127293452, 16.548784927587185, -2.5822911262512207, 18.4705882352941
10113730664.jpg, 20.675624692157925, 22.228640176191075, 13.97792987199789, 44.19464111328125, 68.8125
10115071674.jpg, 15.76521094707411, 16.434418456417724, 9.432071322288467, 37.072265625, 72.775
10118773964.jpg, 20.944859300815523, 37.99789054811967, 9.830389258196027, 24.305822372436523, 53.0733944954128
10121813934.jpg, 12.431914556297528, 18.037265959598713, 11.155976395334031, 57.80220031738281, 65.3980582524272
