image_name,niqe_score,translated_brisque_score,transformed_mos
fastfading_bikes_img152.bmp,13.7261160693012,30.775812913237385,3.7689674834705045
fastfading_bikes_img32.bmp,25.16645662637693,81.34274591203352,1.7462901635186592
fastfading_bikes_img33.bmp,13.773702533712193,30.98614769702422,3.760554092119031
fastfading_bikes_img34.bmp,13.488849107282588,29.72707992217249,3.8109168031131
fastfading_bikes_img35.bmp,22.40911466014382,69.15514312471595,2.2337942750113617
fastfading_building2_img156.bmp,12.034928211483898,23.300669785462834,4.067973208581487
fastfading_building2_img51.bmp,18.35609532780468,51.2405752848224,2.950376988607104
fastfading_building2_img52.bmp,16.5329400859841,43.18212907864492,3.2727148368542034
fastfading_building2_img53.bmp,22.73585996881744,70.59937531771223,2.1760249872915107
fastfading_building2_img54.bmp,13.393405697081567,29.30521481206205,3.827791407517518
fastfading_building2_img55.bmp,13.17800965706022,28.353152496292186,3.865873900148313
fastfading_buildings_img159.bmp,9.737729901946391,13.146927209024785,4.474122911639009
fastfading_buildings_img66.bmp,19.773395334346795,57.50511908161367,2.6997952367354534
fastfading_buildings_img67.bmp,16.454427242349812,42.835098001747085,3.2865960799301166
fastfading_buildings_img68.bmp,18.528195137758043,52.001265888008575,2.919949364479657
fastfading_buildings_img69.bmp,17.03191211822837,45.387612839979596,3.184495486400816
fastfading_buildings_img70.bmp,13.08893557723388,27.959440175925796,3.8816223929629685
fastfading_caps_img163.bmp,9.713740987440426,13.040894890626124,4.478364204374955
fastfading_caps_img86.bmp,16.18399669596776,41.63978014809531,3.3344087940761877
fastfading_caps_img87.bmp,15.342517876348667,37.92039759306574,3.48318409627737
fastfading_caps_img88.bmp,14.003671941916014,32.002625099807744,3.71989499600769
fastfading_caps_img89.bmp,12.20827898014083,24.06688969475945,4.037324412209622
fastfading_caps_img90.bmp,9.827057915308158,13.541761929551203,4.458329522817952
fastfading_carnivaldolls_img101.bmp,14.916010406794726,36.03521117498475,3.55859155300061
fastfading_carnivaldolls_img102.bmp,16.84550249618122,44.56367208215319,3.2174531167138722
fastfading_carnivaldolls_img103.bmp,15.149976299234089,37.069353257378225,3.517225869704871
fastfading_carnivaldolls_img104.bmp,11.739147789287795,21.993304089754115,4.120267836409836
fastfading_carnivaldolls_img105.bmp,11.83964436138268,22.437504452704648,4.102499821891814
fastfading_carnivaldolls_img166.bmp,9.246139161092684,10.974069160651094,4.5610372335739555
fastfading_cemetry_img117.bmp,15.194329312905404,37.26539601147482,3.5093841595410074
