image_name,niqe_score
10004473376.jpg,7.462373108378043
10007357496.jpg,9.482521614063089
10009096245.jpg,14.040199692907796
100117038.jpg,8.134970576372092
10012398043.jpg,14.44932899755822
10013822223.jpg,13.08352586384177
10014002683.jpg,15.28701603423293
10017119924.jpg,8.944340807188885
10020766793.jpg,8.277228461156806
10020891105.jpg,14.562854775996017
10022757465.jpg,11.015934761009607
10022844623.jpg,8.82722831153689
10027545463.jpg,11.40646357390473
10027582235.jpg,14.800824784844048
10029841663.jpg,11.388362709479441
10031298826.jpg,7.952066022810641
10031913154.jpg,12.591081964194316
10039534103.jpg,11.394396689318585
10041870415.jpg,13.274413539070947
10043785683.jpg,14.383514695650224
10047832035.jpg,8.617746863322969
10048365153.jpg,9.405762242413378
10050349236.jpg,10.661521942481905
10058760545.jpg,25.914099537048543
10059344614.jpg,9.688150335783835
10061596254.jpg,15.879671357952352
10067457634.jpg,9.025905732011795
10068507976.jpg,15.660991765303049
10068778516.jpg,9.450642917655482
10069534975.jpg,7.65319860072179
10071864114.jpg,16.963797784399386
10075168775.jpg,8.251485850288043
10077468576.jpg,10.440183959765996
10077880165.jpg,40.60569932623992
10079711433.jpg,10.292752294446382
10082923485.jpg,11.954492868317978
10086300493.jpg,8.548183093577574
100882570.jpg,7.196268570515908
10089027076.jpg,27.291915377188698
10089177336.jpg,6.961429122060101
10091520555.jpg,16.729793922920535
10093057603.jpg,11.449771526166133
10094235786.jpg,9.728939373144506
10110458216.jpg,9.06219724994993
10111411235.jpg,16.548784927587185
10113730664.jpg,13.97792987199789
10115071674.jpg,9.432071322288467
10118773964.jpg,9.830389258196027
10121813934.jpg,11.155976395334031
10125013364.jpg,10.013408299114616
10126177964.jpg,13.981636624864501
10126857344.jpg,10.467591597341123
10130566006.jpg,6.740042999143169
10131980434.jpg,12.801200908897552
10133867305.jpg,11.230374775060334
10134737015.jpg,13.023399599229739
10140071304.jpg,14.13672745310984
10147970884.jpg,12.436466506596911
10153847086.jpg,7.033932470334768
10154367094.jpg,14.043880052150326
10154991453.jpg,5.4365177849945185
101601008.jpg,7.719880959516519
10164654253.jpg,19.50688172264931
10164842933.jpg,13.391383348571912
10169304416.jpg,7.012905850039401
10173544123.jpg,12.381767513431127
10177270623.jpg,14.709997468298507
10177793964.jpg,11.235509357520442
10178112894.jpg,8.248690191374111
10178914656.jpg,7.679144257969541
10183769356.jpg,9.840086670973886
10186643874.jpg,13.073430446659938
10186680555.jpg,19.84564585768684
10186832194.jpg,12.773446227467
10187102065.jpg,14.120779544425528
10187522803.jpg,9.813007850018447
10191607755.jpg,8.872240411549374
10196228605.jpg,6.63297089060083
10203647273.jpg,9.55639356506427
10205220286.jpg,15.54432294163575
10207172624.jpg,8.955841896897745
10209014225.jpg,8.053070956713574
10209917915.jpg,15.099065486771353
10211880874.jpg,11.966868288802925
10213881683.jpg,12.7963245878039
10218118033.jpg,12.78401800090957
10221144393.jpg,13.549426669018459
10224586444.jpg,9.313994201942906
10226277514.jpg,12.742010945410588
10226524916.jpg,17.778666400039267
10227210045.jpg,11.895328053874865
10241630856.jpg,9.698109571356566
10241895785.jpg,10.750855048763805
10244314384.jpg,10.913817666738055
10246318724.jpg,12.444929898649372
10258169584.jpg,15.393307385518554
10260190424.jpg,11.89435904315543
10262588616.jpg,10.478516574728571
10264804094.jpg,16.039866817138645
10264984793.jpg,7.7283729694505885
10265315316.jpg,15.772583369623135
10265809113.jpg,13.565873141342854
10273804555.jpg,9.907121587232819
10278246465.jpg,15.325024928440145
10279904885.jpg,14.297864427205088
10280683815.jpg,13.316887621620667
10280835505.jpg,15.762808624438916
10283619534.jpg,10.49867046773362
10287677265.jpg,15.769756614464754
10289468185.jpg,10.15831344746545
10290759976.jpg,12.168068545533249
1029470257.jpg,7.892959056777759
10295875445.jpg,17.390299008876312
10296038236.jpg,8.696041841856639
102995966.jpg,14.10053188326727
10316734944.jpg,11.876451170043676
